gain,slope,lo,hi,sd,n_boot
0.8,0.0391732580670018,0.037893594043654694,0.04037649951493623,0.0006594752690422679,300
1.0,0.002138929304013984,0.0010184859584687499,0.0031729194375027846,0.0005503977434008381,300
1.2,-0.026052082773491355,-0.02752721203478713,-0.024794237074318444,0.0006176496990384765,300
