seed,gain,slope_net,slope_route1,acc_net,acc_route1,wnet0,wnet1,wnet2,wnet3,wnet4,wnet5,wnet6,wnet7,w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7
47,1.0,-0.005219375348654753,-0.006917688662419068,0.89,0.8925,0.16753025343998038,0.11300637407455277,0.14250189942439342,0.11258545082175916,0.12414974447945064,0.10853508623383519,0.11609303946231422,0.11559815196686256,0.15803134732138036,0.1374425460692292,0.1303981624342604,0.1399313013707841,0.11610482763248299,0.10540506047120873,0.08882759433780403,0.12385916027014883
48,1.0,0.006751230685906008,0.0088409457579117,0.8825,0.896,0.114576830121019,0.12698271767974278,0.10931281006591227,0.08914027522165352,0.1184183051931278,0.1258936330504166,0.142346861008741,0.17332856755617984,0.1064296494082154,0.08959676635165804,0.10348738099834967,0.12239798064351341,0.12714494020094638,0.1578018434823357,0.14202479870180912,0.1511166401088492
49,1.0,-0.009932205084176022,-0.012303874819173275,0.887,0.887,0.1881844685697579,0.13207222368386673,0.12855962815247815,0.10765086510124,0.13056482087759202,0.10438825583068737,0.13355541564218612,0.07502432204499172,0.17752861129403688,0.14134682982205396,0.1473319164129202,0.1338429719341603,0.11305693547798773,0.11412415664889625,0.08653089453132862,0.0862376837785105
50,1.0,0.006849436883067153,0.007724167752854455,0.892,0.8935,0.1145649239155214,0.11666267722057283,0.10527759354646693,0.10994616177294723,0.10197516464245056,0.1484873757371431,0.14132025962929753,0.1617658434430193,0.09563959381096049,0.1046415037877692,0.12196447892611392,0.12488349639128594,0.12346645868955163,0.13717438879706634,0.12415424079215262,0.1680758387119225
51,1.0,-0.00980678721189566,-0.008380663841652137,0.8835,0.8915,0.17362397869959365,0.16338265637412616,0.11758670381721117,0.11607721536075144,0.10717565533840526,0.12128820206602368,0.09987552273012584,0.10099006551340409,0.15676960074032217,0.12701209475039227,0.13976610449724106,0.15798993655261617,0.10556242230952309,0.11748586573663206,0.11007884023568233,0.08533513508313484
52,1.0,0.007971409756540303,0.0063568163585985445,0.888,0.887,0.13555366881893882,0.09079917058534523,0.11009214352378459,0.09479624220652322,0.11768776074906648,0.11366526450080489,0.16149058693300242,0.17591516258143816,0.08929189133829257,0.10532908620421538,0.14233503097616573,0.11668939572217939,0.11967415255223113,0.15033321572791383,0.1378743290888326,0.13847289828313475
53,1.0,0.01642209963040887,0.01675115701761835,0.8905,0.889,0.08336316100686371,0.08283134978009218,0.08745632689253581,0.10876430093072299,0.13192004373779306,0.13899406367166423,0.1836544927327448,0.18301626115638173,0.08567376933967169,0.0816172302759098,0.08745510573948946,0.09321134957858863,0.1383338973009501,0.1476208095839712,0.18666739981424907,0.1794204382728772
54,1.0,0.012940684803345549,0.014535198261666443,0.891,0.8925,0.09286441307008045,0.08415598340597412,0.09751027632346365,0.12204468369690877,0.13605509394794446,0.1195905962676007,0.17842785521144822,0.1693510979801103,0.08366390958452848,0.08612603216297292,0.09566466759991309,0.12710481927496955,0.12655126547307932,0.13376951319213298,0.1531826746879849,0.1939371179245501
55,1.0,-0.0014716042507557632,-0.0023118174319921025,0.8905,0.889,0.15411389997300032,0.13486268565794277,0.11009982914166953,0.10543832661299452,0.10241995873277582,0.1354433464898771,0.12343494307752614,0.1341870102121709,0.1306585466322841,0.15560394391813756,0.11937088658677192,0.11322970704166282,0.11088585181818655,0.12226883164053863,0.12189436202640168,0.12608787023707232
56,1.0,0.009810520088881695,0.01167134660976153,0.8775,0.8615,0.11242122202446983,0.07561772493298573,0.12231162229592085,0.10176361733954872,0.13118817780293743,0.13019909197462248,0.17472795390477022,0.1517705896112764,0.08896986780943017,0.07942429347401926,0.11248708357496134,0.11737648666500618,0.13849972613215888,0.16366374562762587,0.13570057229313717,0.16387822430932053
57,1.0,0.001826154075466066,0.00030384392115954966,0.8825,0.8865,0.14161185193304088,0.10405681636102376,0.11715228628479946,0.12081183098934234,0.11796405873373281,0.1233687741278969,0.13803918692327827,0.13699519454078285,0.12125597025678539,0.11938546882073896,0.13353674175679234,0.12606548785648247,0.12432333943868538,0.1254255732956492,0.12636712509246287,0.12364029337392952
58,1.0,-0.00587495044512864,-0.007559500246667791,0.8775,0.868,0.17211141349944192,0.1422427323392083,0.11414336134656139,0.11230674612504014,0.1115449187316456,0.11212633135017956,0.10968041953368711,0.1258440769307761,0.16494875282044325,0.14998623793367902,0.12496998681733311,0.13105637605366438,0.10926969435727556,0.08033497038438088,0.1253858503913972,0.11404813110423748
