g,v,a_bias,g_se,v_se,a_bias_se,nll,n,seed,gain,n_trials,secs,g_lo,g_hi,g_mean,g_sd,g_hdi_lo,g_hdi_hi,g_rhat,g_ess,v_mean,v_sd,v_hdi_lo,v_hdi_hi,v_rhat,v_ess,a_bias_mean,a_bias_sd,a_bias_hdi_lo,a_bias_hdi_hi,a_bias_rhat,a_bias_ess,p_g_gt0,secs_b,g_mle_minus_post,g_diff_in_se
0.7256809513295339,45.2380933456691,-0.053232415831081,0.1960209895812502,2.4039359736289385,0.0697790155418775,278.3497006933841,2000,52,1.0,2000,120.65714502334596,0.3414798117502833,1.1098820909087843,0.7488037347793579,0.2012325823307037,0.3677411675453186,1.1170110702514648,1.0011072158813477,4206.591513246834,45.37831115722656,2.437495708465576,40.892242431640625,50.08732986450195,0.999933421611786,4065.13587957403,-0.052589725703001,0.0727019757032394,-0.1881785094738006,0.0812908485531807,0.9999337792396544,3977.3222305170393,1.0,4.871090888977051,-0.02312278344982399,-0.11796075256644727
1.476765459601938,55.74956197005544,-0.8914212565836935,0.1740375767863136,3.3461895297398923,0.1406335276997105,234.8689909175481,2000,53,1.0,2000,135.72680187225342,1.135651809100763,1.8178791101031129,1.483266830444336,0.1734813898801803,1.1578789949417114,1.8207670450210571,1.001561164855957,2357.827511461663,55.843040466308594,3.316035032272339,49.88273239135742,62.18655776977539,1.0021953582763672,2371.1089000614143,-0.8915323615074158,0.1378954797983169,-1.1464725732803345,-0.6321966648101807,1.0001899003982544,2023.2769948904736,1.0,5.702232122421265,-0.006501370842397991,-0.03735613286767655
1.1931881976104288,50.70545366301509,-0.3544269194625842,0.1787588618140755,2.8907113721026767,0.0966200900782222,254.56271640080112,2000,54,1.0,2000,130.28995823860168,0.8428208284548407,1.5435555667660168,1.2083745002746582,0.1757203042507171,0.8793035745620728,1.5323240756988523,0.9993817210197448,3577.4134950804128,50.81354522705078,2.8916163444519043,45.48866271972656,56.49394226074219,0.999546468257904,3552.4360045514136,-0.3570923507213592,0.095852643251419,-0.5390357375144958,-0.1797586381435394,0.9998535513877868,2665.653769167021,1.0,4.902300119400024,-0.015186302664229379,-0.08495412484794422
-0.0587747817761832,44.27141302491744,-0.0908342205216936,0.1917637962143405,2.3316435825543658,0.0507233991377416,280.8049438813431,2000,55,1.0,2000,129.26785612106323,-0.4346318223562906,0.3170822588039242,-0.0469344407320022,0.1902743428945541,-0.4020410776138305,0.3056525886058807,1.0000308752059937,4113.894056450005,44.45206451416016,2.282327175140381,40.28142547607422,48.825836181640625,0.999553918838501,3680.953796544072,-0.0908030420541763,0.0496130660176277,-0.187180146574974,-0.0018758772639557,0.9998155236244202,3710.955807008753,0.40175,4.80230975151062,-0.011840341044180996,-0.06174440263451329
1.0139298217946748,41.75191921124381,0.6850028626133308,0.1901852220331704,2.1803886416673017,0.1081751998771206,310.16729642579446,2000,56,1.0,2000,116.16514086723328,0.6411667866096608,1.386692856979689,1.0167524814605713,0.1887459605932235,0.6519115567207336,1.353415846824646,0.9997606873512268,2311.103902693229,41.75199508666992,2.1735587120056152,37.69966125488281,45.775917053222656,1.0010812282562256,2040.787704272384,0.6838101744651794,0.1057575717568397,0.4988827109336853,0.8871305584907532,1.0009379386901855,2045.2021221258904,1.0,6.063899040222168,-0.0028226596658964542,-0.014841635095097722
0.2581580480312498,43.04475479780429,0.1388376680849972,0.1876486420629481,2.2290817036161745,0.057941505506883,289.4301656109013,2000,57,1.0,2000,117.39868021011353,-0.1096332904121284,0.6259493864746281,0.265784740447998,0.1874370723962783,-0.09528499096632,0.6088376045227051,0.99940288066864,3401.1880746666056,43.140960693359375,2.185642957687378,39.112064361572266,47.37318420410156,0.9993687868118286,3386.1983586104207,0.1391048431396484,0.0575775988399982,0.0287606567144393,0.2441696226596832,0.9994773268699646,3310.0829889167235,0.92125,5.691070795059204,-0.007626692416748182,-0.040643472464830056
-0.663779488563923,31.633546763322993,0.0319928185923253,0.2367186548655282,1.4449634086344356,0.0350383129865582,399.0480400285046,2000,58,1.0,2000,117.32467985153198,-1.1277480521003582,-0.1998109250274877,-0.6524422764778137,0.2444070875644683,-1.116190791130066,-0.2120391130447387,1.000948429107666,3087.183987993892,31.700775146484375,1.4743467569351196,28.958860397338867,34.467716217041016,1.000915765762329,2984.126629467061,0.0333445370197296,0.0355172641575336,-0.0347437635064125,0.0984113216400146,1.0003540515899658,2784.7382029049013,0.00425,4.786478042602539,-0.011337212086109272,-0.04789319241675125
0.3799443601294362,44.45966337102963,-0.4085657562597462,0.1868095039422318,2.373665419550583,0.0697992700538799,281.2320554950596,2000,59,1.0,2000,116.9204158782959,0.0137977324026618,0.7460909878562105,0.3909499645233154,0.1871092468500137,0.0499172024428844,0.7481417655944824,0.999763250350952,3011.0925195030904,44.56661605834961,2.304976224899292,40.27938079833984,48.76981735229492,1.000360131263733,2913.1330478221257,-0.4099786877632141,0.0704367533326149,-0.5347332954406738,-0.2762755751609802,0.9998921751976012,2641.60633051705,0.98075,4.975130319595337,-0.011005604393879154,-0.05891351436425034
0.9294434361710922,46.50788523735398,-0.5862719643008358,0.190917510700086,2.561346239132103,0.0965730836228796,275.5094739345176,2000,60,1.0,2000,118.0453519821167,0.5552451151989235,1.3036417571432608,0.943437397480011,0.1927772462368011,0.5906062722206116,1.3163292407989502,1.0005242824554443,2758.5924377365195,46.65045166015625,2.564246892929077,41.72932052612305,51.21572494506836,1.0008258819580078,2662.716702283421,-0.591824471950531,0.1002921313047409,-0.7774369120597839,-0.4099648296833038,1.0014493465423584,2170.5642415138336,1.0,5.238374710083008,-0.013993961308918834,-0.07329846936304377
0.9557544952903057,48.416186104417335,0.5286132086380794,0.1828561755592994,2.6752596456325057,0.0982887476894004,264.56726204029985,2000,61,1.0,2000,119.92462301254272,0.5973563911940787,1.3141525993865326,0.969504177570343,0.1818780153989792,0.6204190850257874,1.3077882528305054,1.000200271606445,2565.2669610987996,48.61035919189453,2.664874315261841,43.6423454284668,53.63776016235352,1.0000275373458862,2683.5577450578735,0.535261869430542,0.0997091457247734,0.3587822914123535,0.7282178997993469,1.0002363920211792,2321.3124332519715,1.0,5.397490739822388,-0.013749682280037367,-0.0751939727383088
