g_mean,g_sd,g_hdi_lo,g_hdi_hi,g_rhat,g_ess,v_mean,v_sd,v_hdi_lo,v_hdi_hi,v_rhat,v_ess,a_bias_mean,a_bias_sd,a_bias_hdi_lo,a_bias_hdi_hi,a_bias_rhat,a_bias_ess,p_g_gt0,seed,gain,n_trials,secs
4.5458478927612305,0.23615722358226776,4.11397647857666,5.002986431121826,1.0015588998794556,2448.7282003937103,56.04552459716797,3.047917127609253,50.586734771728516,62.126808166503906,1.0008341073989868,2727.2411975765544,1.0648787021636963,0.5215588212013245,0.08853276818990707,2.0500195026397705,1.0001444816589355,2939.2604494491948,1.0,42,0.8,2000,11.563130855560303
2.7131593227386475,0.21713270246982574,2.279529333114624,3.0903480052948,0.9994009137153625,1938.57743921121,50.3785285949707,2.7741336822509766,45.27660369873047,55.535484313964844,0.9998574256896973,2027.6442838684222,-1.284456729888916,0.25475558638572693,-1.7860506772994995,-0.8349782824516296,0.9998911619186401,2083.5093859677245,1.0,43,0.8,2000,8.816338062286377
2.8628814220428467,0.24101406335830688,2.42006778717041,3.3135321140289307,0.9994617104530334,2060.4297691014617,41.534385681152344,2.0799973011016846,37.690269470214844,45.44648361206055,1.001076340675354,2423.285013018565,-1.3278627395629883,0.26047104597091675,-1.7981387376785278,-0.8462022542953491,0.9997649192810059,2101.1869339086493,1.0,44,0.8,2000,11.276094913482666
2.985170364379883,0.22201861441135406,2.5628058910369873,3.3876547813415527,1.0003132820129395,2782.2554937933214,45.74651336669922,2.3650107383728027,41.410770416259766,50.35970687866211,1.0007879734039307,2709.69232032475,-0.38557109236717224,0.21242845058441162,-0.7997762560844421,-0.003634611377492547,0.9996353983879089,3058.3857004160805,1.0,45,0.8,2000,9.355122327804565
4.039428234100342,0.23497122526168823,3.6216962337493896,4.492473125457764,1.001841425895691,1981.7952003358193,44.31475067138672,2.2657651901245117,39.99940872192383,48.52406311035156,1.0005943775177002,2017.3353115151413,-3.125720262527466,0.5114913582801819,-4.13210391998291,-2.2025187015533447,1.0013874769210815,1843.3891780997617,1.0,46,0.8,2000,11.55826187133789
3.074645519256592,0.23288655281066895,2.610487461090088,3.489691734313965,1.0006816387176514,2881.3509468047746,49.611968994140625,2.6680173873901367,44.89863204956055,54.85838317871094,0.9993854761123657,3329.2975911198732,-0.16823984682559967,0.23218858242034912,-0.6282152533531189,0.2532857656478882,0.9996507167816162,2764.7846052960213,1.0,47,0.8,2000,9.52547574043274
4.667418003082275,0.26364243030548096,4.2023797035217285,5.188475608825684,1.0002403259277344,2897.1849503035037,51.1439094543457,2.727025032043457,46.097801208496094,56.32255172729492,0.9992218017578125,2928.1854905227556,-1.6916418075561523,0.5283414721488953,-2.691056251525879,-0.6946853399276733,1.00030517578125,2983.5620934338735,1.0,48,0.8,2000,10.720629692077637
2.8310418128967285,0.2074888050556183,2.4132518768310547,3.198244571685791,0.9999305605888367,3173.1128319273757,53.73980712890625,2.9871580600738525,48.38901901245117,59.55593490600586,0.9996052980422974,2978.277271186087,0.3291480243206024,0.21510611474514008,-0.0702064037322998,0.7247347831726074,1.0007258653640747,3157.8642785220445,1.0,49,0.8,2000,9.488764762878418
4.489443302154541,0.23701702058315277,4.061552047729492,4.947902202606201,1.0014601945877075,2453.7901693713807,48.568878173828125,2.4843032360076904,44.08174514770508,53.2918586730957,1.0001064538955688,2788.4032783639104,-2.6000664234161377,0.5193266868591309,-3.5582523345947266,-1.608607530593872,1.000088095664978,2451.4836122554166,1.0,50,0.8,2000,11.464723348617554
2.8630170822143555,0.20874176919460297,2.437304735183716,3.223789691925049,1.0008147954940796,1268.147222175506,46.09111785888672,2.4790096282958984,41.568397521972656,50.69886779785156,1.002221941947937,1390.1497739487936,-2.860792398452759,0.39732226729393005,-3.564560651779175,-2.092778205871582,1.0015259981155396,1057.926092632927,1.0,51,0.8,2000,13.43834376335144
3.628269910812378,0.23989848792552948,3.155599594116211,4.055330276489258,1.0000401735305786,1697.2596815817406,41.22623825073242,2.082777738571167,36.934051513671875,44.80462646484375,1.001792073249817,1965.2228557178748,2.3197507858276367,0.418698251247406,1.5334978103637695,3.0912222862243652,0.9996387958526611,1746.8352893303872,1.0,52,0.8,2000,10.234647750854492
4.5561933517456055,0.22372564673423767,4.152496814727783,4.9902801513671875,0.9999887943267822,2557.6704039682127,52.29335021972656,2.743896722793579,47.086692810058594,57.45930099487305,0.9998360276222229,2854.084848327671,-3.194841146469116,0.5504887104034424,-4.240381717681885,-2.1642961502075195,1.0004527568817139,2411.711945881142,1.0,53,0.8,2000,10.276323080062866
5.227043151855469,0.24706986546516418,4.7603254318237305,5.6706342697143555,0.999963104724884,2955.617896197895,50.134544372558594,2.5634958744049072,45.22412872314453,54.82331848144531,1.0000195503234863,2952.6161953861642,-3.8992760181427,0.6642122864723206,-5.131082534790039,-2.672968864440918,1.0011534690856934,2760.690057327441,1.0,54,0.8,2000,9.01550006866455
4.452964782714844,0.23731446266174316,4.029271602630615,4.90988826751709,0.9998905658721924,3121.928276153145,55.51875686645508,2.957784414291382,49.967193603515625,60.98954772949219,0.9996944069862366,3231.2193811675074,-0.14474037289619446,0.48401111364364624,-1.0233681201934814,0.7936848402023315,0.9994112253189087,3045.786632847626,1.0,55,0.8,2000,9.683859825134277
4.702591896057129,0.23429328203201294,4.279702663421631,5.150516510009766,1.00043523311615,2516.448698103569,53.20793151855469,2.774526357650757,48.211151123046875,58.5186767578125,0.9998562335968018,2654.783730674267,2.073437452316284,0.575136661529541,1.0523065328598022,3.2225594520568848,1.001325249671936,2526.7178456778715,1.0,56,0.8,2000,9.187830209732056
3.866405487060547,0.24726928770542145,3.428576946258545,4.362982273101807,1.0008193254470825,2682.432366528362,47.28330612182617,2.4457132816314697,42.64462661743164,51.75754165649414,0.999979555606842,3154.5084181286907,-0.2902887463569641,0.3412587642669678,-0.9442062377929688,0.315786749124527,0.9999141693115234,2901.164811928588,1.0,57,0.8,2000,9.5086669921875
2.5412044525146484,0.26445624232292175,2.05645751953125,3.0364863872528076,0.9998177886009216,2544.491854522543,32.98806381225586,1.5896594524383545,29.86334228515625,35.87139129638672,1.0001273155212402,2439.785309030962,-0.5778428912162781,0.16158811748027802,-0.8731168508529663,-0.27552300691604614,1.0007820129394531,2107.6255045969497,1.0,58,0.8,2000,8.00399112701416
4.447994232177734,0.23222716152668,4.005180835723877,4.886188983917236,0.9997321367263794,3076.6676496998407,54.46672821044922,2.925334930419922,49.062034606933594,59.898094177246094,0.999948263168335,2844.1252254662504,-2.136063575744629,0.5125855207443237,-3.086422920227051,-1.1820348501205444,1.0008662939071655,3074.055001153962,1.0,59,0.8,2000,9.27503776550293
4.099676132202148,0.2187035232782364,3.714289665222168,4.535164833068848,0.9997228980064392,2399.127785632547,49.47773742675781,2.594425916671753,44.60680389404297,54.4771842956543,1.002070665359497,2382.9448994404825,-3.0288026332855225,0.5124342441558838,-3.972045421600342,-2.0916860103607178,0.9994961619377136,2190.682348508991,1.0,60,0.8,2000,10.542495012283325
3.672513961791992,0.21736450493335724,3.268112897872925,4.076234340667725,0.9996919631958008,2142.7412487930874,52.13331985473633,2.7392094135284424,47.46619415283203,57.57114028930664,1.0003962516784668,2691.396880406278,1.9173262119293213,0.40057477355003357,1.2073205709457397,2.689976215362549,1.0009779930114746,2287.1709881160637,1.0,61,0.8,2000,8.346226930618286
0.7609339356422424,0.1734107881784439,0.4377110004425049,1.0935304164886475,1.0000189542770386,2671.820401390114,51.90373611450195,3.027148485183716,46.07273864746094,57.36512756347656,1.0003297328948975,2594.8154455560125,-0.6915507912635803,0.09946886450052261,-0.8795587420463562,-0.5056576728820801,1.000961422920227,2422.043156027433,1.0,42,1.0,2000,6.195394992828369
-0.8726142048835754,0.21303564310073853,-1.2681291103363037,-0.4826037585735321,0.9992766380310059,3264.8233457367087,39.00952911376953,1.9372146129608154,35.54331588745117,42.69148254394531,1.0011078119277954,3075.147489967797,-0.09055878967046738,0.0377349816262722,-0.16180028021335602,-0.02085990458726883,0.9995051622390747,3451.710259400685,0.0,43,1.0,2000,5.031069040298462
0.2609856426715851,0.18480513989925385,-0.07964903861284256,0.6114561557769775,1.0000765323638916,3249.492095640744,45.98714828491211,2.4729526042938232,41.65205001831055,50.839481353759766,1.0013397932052612,3110.940301205212,-0.2853665053844452,0.06127156317234039,-0.3945966064929962,-0.16233177483081818,1.0009921789169312,2999.3787428462515,0.92725,44,1.0,2000,5.368683099746704
-0.5573054552078247,0.1915125995874405,-0.9197434186935425,-0.20449954271316528,0.9997425675392151,3238.2561868967714,42.57277297973633,2.2133827209472656,38.257415771484375,46.54802703857422,1.0006972551345825,3303.602292829019,-0.1643693596124649,0.043281495571136475,-0.24035736918449402,-0.080004021525383,1.00007963180542,3344.5953408882883,0.00025,45,1.0,2000,5.27093505859375
-0.2577363848686218,0.18687225878238678,-0.6290138959884644,0.0775236114859581,1.00007963180542,2752.9730706816385,42.54609298706055,2.2545104026794434,38.68938446044922,47.13970947265625,1.0000935792922974,2475.2231345216323,-0.4195316433906555,0.05666840448975563,-0.5247889161109924,-0.3117830157279968,1.0007027387619019,2328.312039387062,0.08225,46,1.0,2000,5.493288040161133
-0.26235079765319824,0.18693147599697113,-0.6010808348655701,0.09311418235301971,0.9993510246276855,4100.264991222287,46.198734283447266,2.413800001144409,41.65568542480469,50.620140075683594,0.9997296929359436,4102.312696122768,-0.11424216628074646,0.04803258180618286,-0.20492713153362274,-0.02576950192451477,0.9994745254516602,3871.139417992316,0.07925,47,1.0,2000,5.4253928661346436
0.6309508085250854,0.19507651031017303,0.2674510180950165,0.9879945516586304,0.9997179508209229,2904.358919950334,45.31816101074219,2.446286678314209,41.0410270690918,50.10487365722656,1.0014429092407227,2927.932801693648,-0.30007508397102356,0.07409437000751495,-0.44336938858032227,-0.16939309239387512,1.0018528699874878,2711.8687246033483,0.9995,48,1.0,2000,4.969399690628052
-0.7817484140396118,0.1844673901796341,-1.1581428050994873,-0.4552857279777527,0.9995522499084473,3570.1027469982896,47.092227935791016,2.5229592323303223,42.48377990722656,51.74440002441406,1.0002869367599487,3562.0219876573815,0.020193761214613914,0.040047433227300644,-0.05872378125786781,0.09068776667118073,1.001345157623291,3438.3887528028504,0.0,49,1.0,2000,4.558327913284302
0.6120439171791077,0.1864839643239975,0.2601591944694519,0.9526633620262146,0.9995620846748352,3056.881768193981,49.92449188232422,2.7333030700683594,44.368927001953125,54.67242431640625,1.0006122589111328,3017.25278830137,-0.44352442026138306,0.079669289290905,-0.5958767533302307,-0.30069902539253235,0.999761700630188,2545.569568325229,0.9995,50,1.0,2000,5.383558988571167
-0.8902356028556824,0.18734462559223175,-1.257110834121704,-0.5587872862815857,1.001590371131897,2358.8976171238355,47.56105041503906,2.646618127822876,42.59585189819336,52.33272171020508,1.0005309581756592,2392.2566780504326,-0.5245814323425293,0.0562458261847496,-0.6379949450492859,-0.42811116576194763,1.001526951789856,2262.346244387636,0.0,51,1.0,2000,6.877356052398682
0.7488037347793579,0.20123258233070374,0.3677411675453186,1.1170110702514648,1.0011072158813477,4206.591513246834,45.37831115722656,2.437495708465576,40.892242431640625,50.08732986450195,0.9999334216117859,4065.13587957403,-0.05258972570300102,0.07270197570323944,-0.18817850947380066,0.0812908485531807,0.9999337792396545,3977.3222305170393,1.0,52,1.0,2000,4.871090888977051
1.483266830444336,0.17348138988018036,1.1578789949417114,1.8207670450210571,1.001561164855957,2357.827511461663,55.843040466308594,3.316035032272339,49.88273239135742,62.18655776977539,1.0021953582763672,2371.1089000614143,-0.8915323615074158,0.13789547979831696,-1.1464725732803345,-0.6321966648101807,1.0001899003982544,2023.2769948904734,1.0,53,1.0,2000,5.702232122421265
1.2083745002746582,0.17572030425071716,0.8793035745620728,1.5323240756988525,0.9993817210197449,3577.4134950804128,50.81354522705078,2.8916163444519043,45.48866271972656,56.49394226074219,0.999546468257904,3552.4360045514136,-0.35709235072135925,0.09585264325141907,-0.5390357375144958,-0.17975863814353943,0.9998535513877869,2665.653769167021,1.0,54,1.0,2000,4.902300119400024
-0.04693444073200226,0.19027434289455414,-0.40204107761383057,0.30565258860588074,1.0000308752059937,4113.894056450005,44.452064514160156,2.282327175140381,40.28142547607422,48.825836181640625,0.999553918838501,3680.953796544072,-0.09080304205417633,0.049613066017627716,-0.18718014657497406,-0.001875877263955772,0.9998155236244202,3710.955807008753,0.40175,55,1.0,2000,4.80230975151062
1.0167524814605713,0.18874596059322357,0.6519115567207336,1.353415846824646,0.9997606873512268,2311.103902693229,41.75199508666992,2.1735587120056152,37.69966125488281,45.775917053222656,1.0010812282562256,2040.7877042723842,0.6838101744651794,0.10575757175683975,0.4988827109336853,0.8871305584907532,1.0009379386901855,2045.2021221258904,1.0,56,1.0,2000,6.063899040222168
0.26578474044799805,0.18743707239627838,-0.09528499096632004,0.6088376045227051,0.9994028806686401,3401.1880746666056,43.140960693359375,2.185642957687378,39.112064361572266,47.37318420410156,0.9993687868118286,3386.1983586104207,0.13910484313964844,0.057577598839998245,0.028760656714439392,0.24416962265968323,0.9994773268699646,3310.0829889167235,0.92125,57,1.0,2000,5.691070795059204
-0.6524422764778137,0.24440708756446838,-1.116190791130066,-0.21203911304473877,1.000948429107666,3087.183987993892,31.700775146484375,1.4743467569351196,28.958860397338867,34.467716217041016,1.000915765762329,2984.126629467061,0.033344537019729614,0.035517264157533646,-0.034743763506412506,0.09841132164001465,1.0003540515899658,2784.7382029049013,0.00425,58,1.0,2000,4.786478042602539
0.39094996452331543,0.18710924685001373,0.049917202442884445,0.7481417655944824,0.9997632503509521,3011.0925195030904,44.56661605834961,2.304976224899292,40.279380798339844,48.76981735229492,1.000360131263733,2913.1330478221257,-0.4099786877632141,0.0704367533326149,-0.5347332954406738,-0.2762755751609802,0.9998921751976013,2641.60633051705,0.98075,59,1.0,2000,4.975130319595337
0.943437397480011,0.19277724623680115,0.5906062722206116,1.3163292407989502,1.0005242824554443,2758.5924377365195,46.65045166015625,2.564246892929077,41.72932052612305,51.21572494506836,1.0008258819580078,2662.716702283421,-0.591824471950531,0.1002921313047409,-0.7774369120597839,-0.40996482968330383,1.0014493465423584,2170.5642415138336,1.0,60,1.0,2000,5.238374710083008
