seed,gain,kind,rep,g_true,v_true,a_bias_true,g,g_se,g_lo,g_hi,v,a_bias,nll,n_trials,sign_ok,covered,secs
58,0.8,theory,0,4.3,32.88781854464369,-0.5766262119158346,4.442248219754521,0.32327836245899283,3.8086226293348955,5.075873810174148,33.77469585585123,-0.9810232578404819,485.9496620349022,2000,True,True,80.82753324508667
58,0.8,theory,1,4.3,32.88781854464369,-0.5766262119158346,4.28210423332577,0.3346078343894258,3.626272877922495,4.937935588729045,30.25639115197429,-0.41809491632818435,533.8213764025265,2000,True,True,67.61619472503662
58,1.0,fitted,0,-0.663779488563923,31.633546763322993,0.0319928185923253,-1.1660105035169523,0.22904719574977195,-1.6149430071865054,-0.7170779998473993,31.922827245332584,0.05081563781511567,406.0324480000047,2000,True,False,69.94209313392639
58,1.0,fitted,1,-0.663779488563923,31.633546763322993,0.0319928185923253,-0.606368066689597,0.22187414155397914,-1.041241384135396,-0.17149474924379787,31.464632171354452,0.0668151417193884,402.9383691305916,2000,True,True,84.50957298278809
58,1.0,theory,0,-1.6,31.633546763322993,0.0319928185923253,-1.890967008270205,0.23389516901745366,-2.3494015395444143,-1.4325324769959957,32.01090620384826,0.06338878907813877,422.81156086687406,2000,True,True,71.76321721076965
58,1.0,theory,1,-1.6,31.633546763322993,0.0319928185923253,-1.5289024283280632,0.2304151821721637,-1.980516185385504,-1.0772886712706224,33.09311260419646,0.015508701076137166,399.291589331383,2000,True,True,67.04700708389282
58,1.2,fitted,0,-2.9911560585846115,33.647429152319695,-0.0160528028395356,-2.8923538308992462,0.26520050647165755,-3.412146823583695,-2.3725608382147976,35.23964667362091,-0.03384193653498319,420.13353789523285,2000,True,True,79.43482708930969
58,1.2,fitted,1,-2.9911560585846115,33.647429152319695,-0.0160528028395356,-2.8050896155684546,0.25113873658073826,-3.2973215392667017,-2.3128576918702075,33.29439834590314,-0.015474353882077784,440.506562607095,2000,True,True,68.29483008384705
58,1.2,theory,0,-6.2,33.647429152319695,-0.0160528028395356,-6.570527466603051,0.40333837779044623,-7.361070687072325,-5.779984246133776,33.70882768704931,-0.023125672223129203,576.9548134557779,2000,True,True,83.1127462387085
58,1.2,theory,1,-6.2,33.647429152319695,-0.0160528028395356,-5.769524311918164,0.36264264475872293,-6.48030389564526,-5.058744728191067,32.326256148031185,-0.019066842276987638,563.7473286742177,2000,True,True,95.72461891174316
61,0.8,fitted,0,3.7683376585616832,52.91005356798026,2.2865670042003705,3.6601386342276747,0.2290474223015059,3.211205686516723,4.109071581938626,53.3879197531317,2.4376506107582596,286.653639400693,2000,True,True,62.844379901885986
61,0.8,fitted,1,3.7683376585616832,52.91005356798026,2.2865670042003705,3.8549062719280123,0.23246888427237566,3.399267258754156,4.310545285101869,55.120779590983794,2.3846328703697752,282.114996878764,2000,True,True,72.59016013145447
61,0.8,theory,0,4.3,52.91005356798026,2.2865670042003705,4.687180008983398,0.26599128848714954,4.165837083548585,5.208522934418211,52.844976663743225,3.0084020620456724,313.85489558347683,2000,True,True,79.87342405319214
61,0.8,theory,1,4.3,52.91005356798026,2.2865670042003705,4.09143100542674,0.238127874503451,3.624700371399976,4.558161639453504,53.109488146955165,2.243972294096363,294.8170948128268,2000,True,True,77.73662805557251
61,1.0,fitted,0,0.9557544952903057,48.416186104417335,0.5286132086380794,1.0470392968895774,0.178709896773713,0.6967678992130999,1.397310694566055,50.59624485066365,0.7414305597772328,255.4133764517964,2000,True,True,69.53047895431519
61,1.0,fitted,1,0.9557544952903057,48.416186104417335,0.5286132086380794,0.896511258187611,0.18137213449248368,0.541021874582343,1.252000641792879,48.87208560231253,0.6309096972569536,261.18283693458716,2000,True,True,72.73094820976257
61,1.0,theory,0,-1.6,48.416186104417335,0.5286132086380794,-1.6710878371095597,0.18707595721933268,-2.037756713259452,-1.3044189609596677,47.17564760679124,0.46260294292050586,285.7673091131976,2000,True,True,63.39608407020569
61,1.0,theory,1,-1.6,48.416186104417335,0.5286132086380794,-1.5315391380859447,0.1798015324059702,-1.8839501416016462,-1.1791281345702431,50.73752170374383,0.5285604234430871,264.750402217473,2000,True,True,57.6661651134491
61,1.2,fitted,0,-0.927559077930511,38.27797098587702,0.3309013383371205,-1.2747666262756523,0.20746340011580597,-1.681394890502632,-0.8681383620486727,36.460423981498494,0.2937275863693573,355.8266162513437,2000,True,True,56.35244798660278
61,1.2,fitted,1,-0.927559077930511,38.27797098587702,0.3309013383371205,-1.1603092846324614,0.20671477002734137,-1.5654702338860504,-0.7551483353788724,39.48243306867397,0.3614656227692159,331.32116475492273,2000,True,True,58.45930194854736
61,1.2,theory,0,-6.2,38.27797098587702,0.3309013383371205,-6.288406694077472,0.35930319672158706,-6.992640959651783,-5.5841724285031615,39.568269097440336,0.3139415697066795,456.211574219265,2000,True,True,60.870646953582764
61,1.2,theory,1,-6.2,38.27797098587702,0.3309013383371205,-6.824621061842313,0.39163149970218336,-7.592218801258593,-6.0570233224260335,37.23900681136774,0.30841896635725113,494.0625421701784,2000,True,True,60.03718876838684
