gain,med2000,med1000,iqr_lo,iqr_hi,mean_abs_diff,max_abs_diff,r,se_2000,se_1000,excl0_1000,sign_same
0.8,4.132082191736079,4.245019931348365,3.0406695173303895,4.629208109829196,0.19081587273193987,0.49550005334343794,0.9748355684730519,0.24878328128423396,0.35464994605349437,20,20
1.0,0.31905120408034304,0.39026711438365774,-0.3712445726876637,1.1580166313140967,0.21307271147045084,0.5135377787349271,0.9621466632973352,0.18984030710845112,0.2803202756842926,11,20
1.2,-2.6320607026003926,-2.655201301624486,-3.542583922741586,-1.956630495552899,0.2869566776171747,0.919626027780553,0.9545410580558041,0.24443989971182373,0.3641582571823427,20,20
