param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.049,0.027,-0.098,0.004,0.001,0.0,1860.0,2076.0,1.0,19,1.0,1.5,3700
a,1.5,2.213,0.03,2.154,2.269,0.001,0.0,2323.0,2477.0,1.0,19,1.0,1.5,3700
z,0.5,0.508,0.007,0.496,0.52,0.0,0.0,1905.0,2340.0,1.0,19,1.0,1.5,3700
g,1.0,-0.636,0.019,-0.67,-0.599,0.0,0.0,2390.0,2729.0,1.0,19,1.0,1.5,3700
t,0.1,0.006,0.005,0.001,0.015,0.0,0.0,2068.0,1528.0,1.0,19,1.0,1.5,3700
