param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,0.005,0.013,-0.02,0.031,0.0,0.0,1747.0,1929.0,1.0,11,0.0,1.5,3700
a,1.5,1.575,0.045,1.49,1.662,0.001,0.001,1184.0,1025.0,1.0,11,0.0,1.5,3700
z,0.5,0.503,0.005,0.492,0.513,0.0,0.0,1640.0,1980.0,1.0,11,0.0,1.5,3700
g,0.0,-0.108,0.06,-0.221,0.003,0.002,0.001,1319.0,1573.0,1.0,11,0.0,1.5,3700
t,0.1,0.083,0.017,0.053,0.118,0.0,0.0,1221.0,1418.0,1.0,11,0.0,1.5,3700
