param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.024,0.05,-0.116,0.072,0.001,0.001,1689.0,1851.0,1.01,14,0.5,1.5,1000
a,1.5,2.146,0.063,2.028,2.254,0.002,0.002,1879.0,1264.0,1.0,14,0.5,1.5,1000
z,0.5,0.507,0.012,0.484,0.529,0.0,0.0,1765.0,2082.0,1.01,14,0.5,1.5,1000
g,0.5,-0.712,0.04,-0.786,-0.636,0.001,0.001,1823.0,1322.0,1.0,14,0.5,1.5,1000
t,0.1,0.017,0.014,0.001,0.043,0.0,0.0,1060.0,875.0,1.0,14,0.5,1.5,1000
