param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.075,0.054,-0.177,0.028,0.001,0.001,1800.0,2119.0,1.0,18,1.0,1.5,1000
a,1.5,2.151,0.096,1.954,2.306,0.003,0.003,1414.0,1196.0,1.0,18,1.0,1.5,1000
z,0.5,0.5,0.013,0.475,0.524,0.0,0.0,1720.0,2179.0,1.0,18,1.0,1.5,1000
g,1.0,-0.655,0.055,-0.745,-0.55,0.002,0.002,1588.0,1239.0,1.0,18,1.0,1.5,1000
t,0.1,0.021,0.019,0.001,0.055,0.001,0.001,1197.0,1152.0,1.0,18,1.0,1.5,1000
