param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.004,0.017,-0.034,0.028,0.0,0.0,1747.0,2173.0,1.0,7,-0.5,1.5,3700
a,1.5,1.363,0.04,1.287,1.438,0.001,0.001,1131.0,1089.0,1.0,7,-0.5,1.5,3700
z,0.5,0.507,0.005,0.496,0.516,0.0,0.0,1873.0,2120.0,1.0,7,-0.5,1.5,3700
g,-0.5,-0.284,0.071,-0.417,-0.147,0.002,0.001,1191.0,1402.0,1.0,7,-0.5,1.5,3700
t,0.1,0.147,0.013,0.123,0.172,0.0,0.0,1222.0,1211.0,1.0,7,-0.5,1.5,3700
