param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.012,0.019,-0.049,0.022,0.0,0.0,1904.0,2248.0,1.0,9,0.0,1.0,3700
a,1.0,0.947,0.04,0.882,1.02,0.001,0.001,983.0,1490.0,1.0,9,0.0,1.0,3700
z,0.5,0.497,0.006,0.486,0.507,0.0,0.0,1926.0,1979.0,1.0,9,0.0,1.0,3700
g,0.0,0.367,0.249,-0.079,0.774,0.008,0.004,988.0,1552.0,1.0,9,0.0,1.0,3700
t,0.1,0.111,0.009,0.093,0.127,0.0,0.0,1076.0,1644.0,1.0,9,0.0,1.0,3700
