param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,0.019,0.016,-0.012,0.049,0.0,0.0,1676.0,1776.0,1.0,17,1.0,1.0,3700
a,1.0,1.161,0.061,1.033,1.258,0.002,0.001,897.0,1304.0,1.0,17,1.0,1.0,3700
z,0.5,0.492,0.006,0.481,0.504,0.0,0.0,1561.0,1794.0,1.0,17,1.0,1.0,3700
g,1.0,0.264,0.233,-0.084,0.747,0.008,0.006,926.0,1373.0,1.0,17,1.0,1.0,3700
t,0.1,0.058,0.017,0.028,0.093,0.001,0.0,877.0,984.0,1.0,17,1.0,1.0,3700
