param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.033,0.04,-0.108,0.042,0.001,0.001,1541.0,1993.0,1.0,10,0.0,1.5,1000
a,1.5,1.934,0.088,1.781,2.099,0.003,0.003,1071.0,715.0,1.0,10,0.0,1.5,1000
z,0.5,0.507,0.01,0.489,0.526,0.0,0.0,1505.0,1884.0,1.0,10,0.0,1.5,1000
g,0.0,-0.703,0.063,-0.816,-0.589,0.002,0.003,1072.0,819.0,1.0,10,0.0,1.5,1000
t,0.1,0.016,0.015,0.001,0.043,0.0,0.001,1192.0,1036.0,1.0,10,0.0,1.5,1000
