param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.075,0.024,-0.121,-0.032,0.001,0.0,1616.0,2264.0,1.0,15,0.5,1.5,3700
a,1.5,2.163,0.029,2.111,2.217,0.001,0.001,2221.0,2165.0,1.0,15,0.5,1.5,3700
z,0.5,0.509,0.005,0.499,0.518,0.0,0.0,1870.0,2356.0,1.0,15,0.5,1.5,3700
g,0.5,-0.71,0.018,-0.745,-0.678,0.0,0.0,2375.0,2387.0,1.0,15,0.5,1.5,3700
t,0.1,0.005,0.004,0.001,0.012,0.0,0.0,1242.0,1028.0,1.01,15,0.5,1.5,3700
