param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.022,0.015,-0.048,0.007,0.0,0.0,3240.0,2889.0,1.0,18,1.0,1.5,1000
a,1.5,1.575,0.014,1.547,1.601,0.0,0.0,3306.0,2554.0,1.0,18,1.0,1.5,1000
z,0.5,0.471,0.016,0.44,0.499,0.0,0.0,3461.0,2819.0,1.0,18,1.0,1.5,1000
g,1.0,0.992,0.008,0.977,1.0,0.0,0.0,2398.0,1285.0,1.0,18,1.0,1.5,1000
t,0.1,0.054,0.03,0.001,0.102,0.001,0.0,1738.0,1097.0,1.0,18,1.0,1.5,1000
