param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,0.026,0.019,-0.01,0.06,0.0,0.0,2057.0,2236.0,1.0,13,0.5,1.0,3700
a,1.0,1.057,0.03,1.001,1.113,0.001,0.001,1045.0,1140.0,1.0,13,0.5,1.0,3700
z,0.5,0.5,0.006,0.489,0.511,0.0,0.0,1889.0,2261.0,1.0,13,0.5,1.0,3700
g,0.5,-0.015,0.13,-0.238,0.23,0.004,0.004,1097.0,1135.0,1.0,13,0.5,1.0,3700
t,0.1,0.097,0.008,0.082,0.114,0.0,0.0,1200.0,1526.0,1.0,13,0.5,1.0,3700
