param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.014,0.02,-0.052,0.023,0.0,0.0,1717.0,2148.0,1.0,9,0.0,1.0,3700
a,1.0,0.95,0.039,0.875,1.014,0.001,0.001,967.0,1184.0,1.0,9,0.0,1.0,3700
z,0.5,0.498,0.006,0.486,0.509,0.0,0.0,1757.0,1973.0,1.0,9,0.0,1.0,3700
g,0.0,0.186,0.246,-0.196,0.678,0.008,0.005,990.0,1163.0,1.0,9,0.0,1.0,3700
t,0.1,0.114,0.009,0.098,0.131,0.0,0.0,1005.0,1562.0,1.0,9,0.0,1.0,3700
