param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.013,0.02,-0.051,0.023,0.0,0.0,1709.0,1818.0,1.0,9,0.0,1.0,3700
a,1.0,0.96,0.039,0.885,1.024,0.001,0.001,1036.0,1507.0,1.01,9,0.0,1.0,3700
z,0.5,0.497,0.006,0.486,0.509,0.0,0.0,1392.0,2193.0,1.0,9,0.0,1.0,3700
g,0.0,0.205,0.235,-0.163,0.664,0.007,0.004,1056.0,1374.0,1.01,9,0.0,1.0,3700
t,0.1,0.11,0.009,0.094,0.128,0.0,0.0,1112.0,1729.0,1.01,9,0.0,1.0,3700
