param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.015,0.042,-0.095,0.061,0.001,0.001,1697.0,1983.0,1.0,4,-0.5,1.0,1000
a,1.0,0.872,0.051,0.787,0.957,0.002,0.001,1065.0,1256.0,1.0,4,-0.5,1.0,1000
z,0.5,0.501,0.011,0.478,0.521,0.0,0.0,1700.0,1876.0,1.0,4,-0.5,1.0,1000
g,-0.5,0.227,0.385,-0.387,0.91,0.012,0.005,1048.0,1260.0,1.0,4,-0.5,1.0,1000
t,0.1,0.134,0.012,0.112,0.154,0.0,0.0,1196.0,1770.0,1.0,4,-0.5,1.0,1000
