param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,0.08,0.037,0.011,0.148,0.001,0.001,1905.0,2025.0,1.0,12,0.5,1.0,1000
a,1.0,1.026,0.052,0.927,1.124,0.002,0.001,1193.0,1652.0,1.0,12,0.5,1.0,1000
z,0.5,0.488,0.012,0.467,0.51,0.0,0.0,1799.0,2339.0,1.0,12,0.5,1.0,1000
g,0.5,0.065,0.25,-0.389,0.535,0.007,0.005,1266.0,1465.0,1.0,12,0.5,1.0,1000
t,0.1,0.104,0.015,0.077,0.132,0.0,0.0,1466.0,1558.0,1.0,12,0.5,1.0,1000
