param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,0.007,0.024,-0.04,0.05,0.001,0.0,1760.0,2082.0,1.0,11,0.0,1.5,3700
a,1.5,2.024,0.035,1.956,2.089,0.001,0.001,1654.0,1961.0,1.0,11,0.0,1.5,3700
z,0.5,0.499,0.005,0.489,0.509,0.0,0.0,1635.0,1919.0,1.0,11,0.0,1.5,3700
g,0.0,-0.785,0.023,-0.826,-0.741,0.001,0.0,1946.0,2344.0,1.0,11,0.0,1.5,3700
t,0.1,0.008,0.007,0.001,0.02,0.0,0.0,1267.0,1025.0,1.0,11,0.0,1.5,3700
