param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,0.078,0.035,0.009,0.142,0.001,0.001,1853.0,2385.0,1.0,12,0.5,1.0,1000
a,1.0,1.029,0.054,0.923,1.125,0.002,0.001,1068.0,984.0,1.0,12,0.5,1.0,1000
z,0.5,0.488,0.011,0.467,0.51,0.0,0.0,1871.0,2057.0,1.0,12,0.5,1.0,1000
g,0.5,0.134,0.262,-0.322,0.636,0.008,0.006,1117.0,1050.0,1.0,12,0.5,1.0,1000
t,0.1,0.101,0.015,0.073,0.129,0.0,0.0,1256.0,1390.0,1.0,12,0.5,1.0,1000
