param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.014,0.026,-0.063,0.034,0.001,0.0,1450.0,1912.0,1.0,10,0.0,1.5,1000
a,1.5,1.603,0.079,1.458,1.748,0.002,0.002,1159.0,1451.0,1.0,10,0.0,1.5,1000
z,0.5,0.506,0.011,0.486,0.527,0.0,0.0,1600.0,1987.0,1.0,10,0.0,1.5,1000
g,0.0,-0.077,0.111,-0.264,0.13,0.003,0.003,1258.0,1402.0,1.0,10,0.0,1.5,1000
t,0.1,0.052,0.028,0.001,0.097,0.001,0.0,1197.0,1237.0,1.0,10,0.0,1.5,1000
