param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.013,0.021,-0.054,0.025,0.0,0.0,1825.0,2306.0,1.0,5,-0.5,1.0,3700
a,1.0,0.881,0.039,0.813,0.944,0.001,0.0,951.0,1837.0,1.01,5,-0.5,1.0,3700
z,0.5,0.505,0.006,0.494,0.516,0.0,0.0,1835.0,2281.0,1.0,5,-0.5,1.0,3700
g,-0.5,0.235,0.299,-0.228,0.772,0.01,0.004,968.0,1728.0,1.01,5,-0.5,1.0,3700
t,0.1,0.124,0.008,0.11,0.139,0.0,0.0,989.0,2268.0,1.01,5,-0.5,1.0,3700
