param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.007,0.025,-0.056,0.039,0.001,0.001,777.0,1435.0,1.01,1,-1.0,1.0,3700
a,1.0,0.874,0.076,0.754,0.989,0.013,0.004,52.0,393.0,1.08,1,-1.0,1.0,3700
z,0.5,0.497,0.006,0.485,0.509,0.0,0.0,365.0,1341.0,1.02,1,-1.0,1.0,3700
g,-1.0,-0.287,0.575,-1.0,0.681,0.088,0.016,50.0,487.0,1.06,1,-1.0,1.0,3700
t,0.1,0.126,0.014,0.102,0.149,0.002,0.001,50.0,361.0,1.07,1,-1.0,1.0,3700
