param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,0.02,0.018,-0.013,0.054,0.0,0.0,1940.0,2273.0,1.0,17,1.0,1.0,3700
a,1.0,1.167,0.032,1.104,1.224,0.001,0.001,1063.0,1245.0,1.01,17,1.0,1.0,3700
z,0.5,0.493,0.006,0.482,0.504,0.0,0.0,1822.0,2393.0,1.0,17,1.0,1.0,3700
g,1.0,-0.035,0.099,-0.223,0.147,0.003,0.002,1144.0,1315.0,1.01,17,1.0,1.0,3700
t,0.1,0.066,0.01,0.047,0.085,0.0,0.0,1098.0,1624.0,1.01,17,1.0,1.0,3700
