param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,0.01,0.018,-0.023,0.045,0.0,0.0,2687.0,2507.0,1.0,14,0.5,1.5,1000
a,1.5,1.383,0.018,1.35,1.416,0.0,0.001,2203.0,1396.0,1.0,14,0.5,1.5,1000
z,0.5,0.499,0.015,0.471,0.526,0.0,0.0,2859.0,2530.0,1.0,14,0.5,1.5,1000
g,0.5,0.965,0.037,0.899,1.0,0.001,0.002,1573.0,1375.0,1.0,14,0.5,1.5,1000
t,0.1,0.123,0.023,0.081,0.165,0.0,0.0,2569.0,1771.0,1.0,14,0.5,1.5,1000
