param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.03,0.044,-0.113,0.052,0.001,0.001,1528.0,1827.0,1.0,10,0.0,1.5,1000
a,1.5,1.945,0.089,1.778,2.111,0.002,0.002,1411.0,1341.0,1.0,10,0.0,1.5,1000
z,0.5,0.506,0.011,0.485,0.525,0.0,0.0,1434.0,2055.0,1.0,10,0.0,1.5,1000
g,0.0,-0.726,0.061,-0.836,-0.612,0.002,0.001,1491.0,1269.0,1.0,10,0.0,1.5,1000
t,0.1,0.019,0.017,0.001,0.05,0.0,0.0,1303.0,1257.0,1.01,10,0.0,1.5,1000
