param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.001,0.02,-0.037,0.037,0.0,0.0,1986.0,2248.0,1.0,3,-1.0,1.5,3700
a,1.5,1.167,0.029,1.114,1.221,0.001,0.001,1277.0,1663.0,1.0,3,-1.0,1.5,3700
z,0.5,0.502,0.006,0.492,0.512,0.0,0.0,2179.0,2102.0,1.0,3,-1.0,1.5,3700
g,-1.0,-0.331,0.083,-0.48,-0.175,0.002,0.002,1393.0,1727.0,1.0,3,-1.0,1.5,3700
t,0.1,0.172,0.008,0.155,0.187,0.0,0.0,1444.0,1680.0,1.0,3,-1.0,1.5,3700
