param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.017,0.01,-0.036,0.002,0.0,0.0,3192.0,2654.0,1.0,15,0.5,1.5,3700
a,1.5,1.341,0.007,1.329,1.355,0.0,0.0,3057.0,2987.0,1.0,15,0.5,1.5,3700
z,0.5,0.497,0.008,0.483,0.512,0.0,0.0,2844.0,2957.0,1.0,15,0.5,1.5,3700
g,0.5,0.993,0.007,0.98,1.0,0.0,0.0,2333.0,1814.0,1.0,15,0.5,1.5,3700
t,0.1,0.144,0.012,0.122,0.167,0.0,0.0,3103.0,2559.0,1.0,15,0.5,1.5,3700
