param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,0.009,0.038,-0.064,0.078,0.001,0.001,1397.0,1505.0,1.0,6,-0.5,1.5,1000
a,1.5,1.597,0.138,1.368,1.865,0.005,0.003,833.0,1109.0,1.0,6,-0.5,1.5,1000
z,0.5,0.491,0.01,0.472,0.509,0.0,0.0,1287.0,1484.0,1.0,6,-0.5,1.5,1000
g,-0.5,-0.594,0.14,-0.829,-0.317,0.005,0.002,869.0,1388.0,1.0,6,-0.5,1.5,1000
t,0.1,0.089,0.039,0.018,0.159,0.001,0.001,835.0,954.0,1.0,6,-0.5,1.5,1000
