param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.004,0.023,-0.048,0.04,0.002,0.0,238.0,1535.0,1.03,3,-1.0,1.5,3700
a,1.5,1.235,0.135,1.088,1.447,0.057,0.017,9.0,110.0,1.4,3,-1.0,1.5,3700
z,0.5,0.501,0.006,0.49,0.511,0.0,0.0,1780.0,2166.0,1.0,3,-1.0,1.5,3700
g,-1.0,-0.579,0.305,-1.0,-0.234,0.129,0.035,8.0,126.0,1.41,3,-1.0,1.5,3700
t,0.1,0.166,0.031,0.113,0.204,0.013,0.004,8.0,104.0,1.41,3,-1.0,1.5,3700
