param,true,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,cell,g_true,a_true,n
v,0.0,-0.015,0.018,-0.051,0.019,0.0,0.0,1711.0,2061.0,1.0,7,-0.5,1.5,3700
a,1.5,1.365,0.061,1.263,1.466,0.002,0.004,1015.0,777.0,1.01,7,-0.5,1.5,3700
z,0.5,0.508,0.005,0.498,0.518,0.0,0.0,1651.0,1703.0,1.0,7,-0.5,1.5,3700
g,-0.5,-0.457,0.094,-0.626,-0.286,0.003,0.004,1042.0,830.0,1.01,7,-0.5,1.5,3700
t,0.1,0.155,0.017,0.127,0.185,0.001,0.001,1094.0,797.0,1.0,7,-0.5,1.5,3700
