param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.104,0.019,-0.139,-0.069,0.0,0.0,2639.0,2425.0,1.0,1.0,16.0,1.5,60,1998,0.412,g1.0_k16_b1.5_s60
v_coherence_signed,7.115,0.216,6.709,7.522,0.004,0.004,3044.0,2546.0,1.0,1.0,16.0,1.5,60,1998,0.412,g1.0_k16_b1.5_s60
a,1.18,0.012,1.157,1.201,0.0,0.0,2293.0,1350.0,1.0,1.0,16.0,1.5,60,1998,0.412,g1.0_k16_b1.5_s60
z,0.49,0.009,0.473,0.507,0.0,0.0,2498.0,2038.0,1.0,1.0,16.0,1.5,60,1998,0.412,g1.0_k16_b1.5_s60
g,0.958,0.039,0.89,1.0,0.001,0.001,1647.0,1649.0,1.0,1.0,16.0,1.5,60,1998,0.412,g1.0_k16_b1.5_s60
v(0.15),0.963,0.036,0.893,1.027,0.001,0.001,2930.0,2276.0,1.0,1.0,16.0,1.5,60,1998,0.412,g1.0_k16_b1.5_s60
v(0),-0.104,0.019,-0.139,-0.069,0.0,0.0,2639.0,2425.0,1.0,1.0,16.0,1.5,60,1998,0.412,g1.0_k16_b1.5_s60
v(-0.15),-1.171,0.039,-1.243,-1.096,0.001,0.001,2918.0,2435.0,1.0,1.0,16.0,1.5,60,1998,0.412,g1.0_k16_b1.5_s60
g_native,15.333,0.622,14.233,16.0,0.016,0.023,1647.0,1649.0,1.0,1.0,16.0,1.5,60,1998,0.412,g1.0_k16_b1.5_s60
a_native,0.295,0.003,0.289,0.3,0.0,0.0,2293.0,1350.0,1.0,1.0,16.0,1.5,60,1998,0.412,g1.0_k16_b1.5_s60
v_native(0.15),3.853,0.143,3.573,4.107,0.003,0.002,2930.0,2276.0,1.0,1.0,16.0,1.5,60,1998,0.412,g1.0_k16_b1.5_s60
