param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.046,0.02,0.011,0.087,0.0,0.0,2674.0,2193.0,1.0,1.0,16.0,1.5,56,1998,0.428,g1.0_k16_b1.5_s56
v_coherence_signed,8.072,0.226,7.63,8.484,0.004,0.004,3214.0,2472.0,1.0,1.0,16.0,1.5,56,1998,0.428,g1.0_k16_b1.5_s56
a,1.173,0.012,1.152,1.195,0.0,0.0,2558.0,2213.0,1.0,1.0,16.0,1.5,56,1998,0.428,g1.0_k16_b1.5_s56
z,0.45,0.009,0.433,0.466,0.0,0.0,2780.0,2510.0,1.0,1.0,16.0,1.5,56,1998,0.428,g1.0_k16_b1.5_s56
g,0.958,0.037,0.889,1.0,0.001,0.001,1931.0,1674.0,1.0,1.0,16.0,1.5,56,1998,0.428,g1.0_k16_b1.5_s56
v(0.15),1.257,0.04,1.183,1.331,0.001,0.001,2890.0,2675.0,1.0,1.0,16.0,1.5,56,1998,0.428,g1.0_k16_b1.5_s56
v(0),0.046,0.02,0.011,0.087,0.0,0.0,2674.0,2193.0,1.0,1.0,16.0,1.5,56,1998,0.428,g1.0_k16_b1.5_s56
v(-0.15),-1.164,0.039,-1.241,-1.094,0.001,0.001,3231.0,2588.0,1.0,1.0,16.0,1.5,56,1998,0.428,g1.0_k16_b1.5_s56
g_native,15.323,0.598,14.228,16.0,0.013,0.014,1931.0,1674.0,1.0,1.0,16.0,1.5,56,1998,0.428,g1.0_k16_b1.5_s56
a_native,0.293,0.003,0.288,0.299,0.0,0.0,2558.0,2213.0,1.0,1.0,16.0,1.5,56,1998,0.428,g1.0_k16_b1.5_s56
v_native(0.15),5.029,0.158,4.731,5.325,0.003,0.002,2890.0,2675.0,1.0,1.0,16.0,1.5,56,1998,0.428,g1.0_k16_b1.5_s56
