param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.117,0.024,-0.163,-0.072,0.0,0.0,2738.0,2522.0,1.0,1.0,10.0,1.5,61,1999,0.38,g1.0_k10_b1.5_s61
v_coherence_signed,8.847,0.256,8.383,9.325,0.005,0.004,2684.0,2516.0,1.0,1.0,10.0,1.5,61,1999,0.38,g1.0_k10_b1.5_s61
a,0.998,0.009,0.982,1.017,0.0,0.0,2766.0,2795.0,1.0,1.0,10.0,1.5,61,1999,0.38,g1.0_k10_b1.5_s61
z,0.428,0.008,0.411,0.442,0.0,0.0,2775.0,2774.0,1.0,1.0,10.0,1.5,61,1999,0.38,g1.0_k10_b1.5_s61
g,0.963,0.034,0.9,1.0,0.001,0.001,1977.0,1448.0,1.0,1.0,10.0,1.5,61,1999,0.38,g1.0_k10_b1.5_s61
v(0.15),1.21,0.043,1.123,1.285,0.001,0.001,2695.0,2901.0,1.0,1.0,10.0,1.5,61,1999,0.38,g1.0_k10_b1.5_s61
v(0),-0.117,0.024,-0.163,-0.072,0.0,0.0,2738.0,2522.0,1.0,1.0,10.0,1.5,61,1999,0.38,g1.0_k10_b1.5_s61
v(-0.15),-1.444,0.048,-1.534,-1.357,0.001,0.001,2713.0,2464.0,1.0,1.0,10.0,1.5,61,1999,0.38,g1.0_k10_b1.5_s61
g_native,9.628,0.343,9.005,10.0,0.006,0.007,1977.0,1448.0,1.0,1.0,10.0,1.5,61,1999,0.38,g1.0_k10_b1.5_s61
a_native,0.316,0.003,0.311,0.321,0.0,0.0,2766.0,2795.0,1.0,1.0,10.0,1.5,61,1999,0.38,g1.0_k10_b1.5_s61
v_native(0.15),3.826,0.137,3.55,4.064,0.003,0.002,2695.0,2901.0,1.0,1.0,10.0,1.5,61,1999,0.38,g1.0_k10_b1.5_s61
