param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.111,0.016,-0.142,-0.082,0.0,0.0,3023.0,2650.0,1.0,0.8,16.0,1.5,55,1928,0.428,g0.8_k16_b1.5_s55
v_coherence_signed,7.145,0.191,6.786,7.506,0.003,0.003,3246.0,2754.0,1.0,0.8,16.0,1.5,55,1928,0.428,g0.8_k16_b1.5_s55
a,1.427,0.013,1.403,1.45,0.0,0.0,2709.0,2294.0,1.0,0.8,16.0,1.5,55,1928,0.428,g0.8_k16_b1.5_s55
z,0.463,0.01,0.444,0.481,0.0,0.0,3001.0,2928.0,1.0,0.8,16.0,1.5,55,1928,0.428,g0.8_k16_b1.5_s55
g,0.984,0.016,0.955,1.0,0.0,0.0,2478.0,1855.0,1.0,0.8,16.0,1.5,55,1928,0.428,g0.8_k16_b1.5_s55
v(0.15),0.961,0.03,0.906,1.021,0.001,0.0,3357.0,2922.0,1.0,0.8,16.0,1.5,55,1928,0.428,g0.8_k16_b1.5_s55
v(0),-0.111,0.016,-0.142,-0.082,0.0,0.0,3023.0,2650.0,1.0,0.8,16.0,1.5,55,1928,0.428,g0.8_k16_b1.5_s55
v(-0.15),-1.183,0.035,-1.249,-1.117,0.001,0.001,3068.0,2328.0,1.0,0.8,16.0,1.5,55,1928,0.428,g0.8_k16_b1.5_s55
g_native,15.738,0.253,15.284,16.0,0.005,0.006,2478.0,1855.0,1.0,0.8,16.0,1.5,55,1928,0.428,g0.8_k16_b1.5_s55
a_native,0.357,0.003,0.351,0.362,0.0,0.0,2709.0,2294.0,1.0,0.8,16.0,1.5,55,1928,0.428,g0.8_k16_b1.5_s55
v_native(0.15),3.844,0.122,3.622,4.085,0.002,0.002,3357.0,2922.0,1.0,0.8,16.0,1.5,55,1928,0.428,g0.8_k16_b1.5_s55
