param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.125,0.021,-0.166,-0.085,0.0,0.0,2961.0,2591.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
v_coherence_signed,6.962,0.233,6.536,7.394,0.004,0.004,2918.0,1903.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
a,1.068,0.012,1.047,1.091,0.0,0.0,2280.0,2030.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
z,0.495,0.009,0.479,0.512,0.0,0.0,2634.0,2598.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
g,0.931,0.055,0.829,1.0,0.001,0.001,1880.0,1764.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
v(0.15),0.919,0.039,0.85,0.993,0.001,0.001,2786.0,2092.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
v(0),-0.125,0.021,-0.166,-0.085,0.0,0.0,2961.0,2591.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
v(-0.15),-1.17,0.043,-1.249,-1.087,0.001,0.001,2996.0,2201.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
g_model,0.931,0.055,0.829,1.0,0.001,0.001,1880.0,1764.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
a_model,1.068,0.012,1.047,1.091,0.0,0.0,2280.0,2030.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
g_native,14.895,0.875,13.265,16.0,0.019,0.017,1880.0,1764.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
a_native,0.267,0.003,0.262,0.273,0.0,0.0,2280.0,2030.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
v_native(0.15),3.676,0.156,3.401,3.971,0.003,0.003,2786.0,2092.0,1.0,1.2,16.0,1.5,60,1999,0.396,g1.2_k16_b1.5_s60
