param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.059,0.026,0.014,0.111,0.001,0.0,2649.0,2460.0,1.0,1.2,10.0,1.5,51,1998,0.36,g1.2_k10_b1.5_s51
v_coherence_signed,8.539,0.28,7.984,9.025,0.005,0.005,3335.0,1985.0,1.0,1.2,10.0,1.5,51,1998,0.36,g1.2_k10_b1.5_s51
a,0.933,0.009,0.916,0.95,0.0,0.0,2364.0,2133.0,1.0,1.2,10.0,1.5,51,1998,0.36,g1.2_k10_b1.5_s51
z,0.535,0.009,0.518,0.55,0.0,0.0,2819.0,2558.0,1.0,1.2,10.0,1.5,51,1998,0.36,g1.2_k10_b1.5_s51
g,0.934,0.053,0.841,1.0,0.001,0.001,1979.0,1632.0,1.0,1.2,10.0,1.5,51,1998,0.36,g1.2_k10_b1.5_s51
v(0.15),1.34,0.051,1.247,1.438,0.001,0.001,3067.0,2630.0,1.0,1.2,10.0,1.5,51,1998,0.36,g1.2_k10_b1.5_s51
v(0),0.059,0.026,0.014,0.111,0.001,0.0,2649.0,2460.0,1.0,1.2,10.0,1.5,51,1998,0.36,g1.2_k10_b1.5_s51
v(-0.15),-1.221,0.048,-1.315,-1.139,0.001,0.001,3085.0,2009.0,1.0,1.2,10.0,1.5,51,1998,0.36,g1.2_k10_b1.5_s51
g_native,9.34,0.531,8.414,10.0,0.011,0.011,1979.0,1632.0,1.0,1.2,10.0,1.5,51,1998,0.36,g1.2_k10_b1.5_s51
a_native,0.295,0.003,0.29,0.3,0.0,0.0,2364.0,2133.0,1.0,1.2,10.0,1.5,51,1998,0.36,g1.2_k10_b1.5_s51
v_native(0.15),4.238,0.161,3.944,4.547,0.003,0.003,3067.0,2630.0,1.0,1.2,10.0,1.5,51,1998,0.36,g1.2_k10_b1.5_s51
