param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.054,0.016,-0.085,-0.024,0.0,0.0,2541.0,2172.0,1.0,0.8,16.0,1.5,46,1935,0.412,g0.8_k16_b1.5_s46
v_coherence_signed,6.7,0.189,6.346,7.05,0.004,0.003,2785.0,2658.0,1.0,0.8,16.0,1.5,46,1935,0.412,g0.8_k16_b1.5_s46
a,1.393,0.012,1.37,1.417,0.0,0.0,2477.0,2302.0,1.0,0.8,16.0,1.5,46,1935,0.412,g0.8_k16_b1.5_s46
z,0.495,0.01,0.476,0.514,0.0,0.0,2828.0,2719.0,1.0,0.8,16.0,1.5,46,1935,0.412,g0.8_k16_b1.5_s46
g,0.98,0.019,0.945,1.0,0.0,0.001,2238.0,1974.0,1.0,0.8,16.0,1.5,46,1935,0.412,g0.8_k16_b1.5_s46
v(0.15),0.952,0.032,0.891,1.01,0.001,0.0,2781.0,2763.0,1.0,0.8,16.0,1.5,46,1935,0.412,g0.8_k16_b1.5_s46
v(0),-0.054,0.016,-0.085,-0.024,0.0,0.0,2541.0,2172.0,1.0,0.8,16.0,1.5,46,1935,0.412,g0.8_k16_b1.5_s46
v(-0.15),-1.059,0.033,-1.118,-0.993,0.001,0.001,2673.0,2397.0,1.0,0.8,16.0,1.5,46,1935,0.412,g0.8_k16_b1.5_s46
g_native,15.688,0.311,15.125,16.0,0.006,0.009,2238.0,1974.0,1.0,0.8,16.0,1.5,46,1935,0.412,g0.8_k16_b1.5_s46
a_native,0.348,0.003,0.342,0.354,0.0,0.0,2477.0,2302.0,1.0,0.8,16.0,1.5,46,1935,0.412,g0.8_k16_b1.5_s46
v_native(0.15),3.806,0.128,3.565,4.04,0.002,0.002,2781.0,2763.0,1.0,0.8,16.0,1.5,46,1935,0.412,g0.8_k16_b1.5_s46
