param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.013,0.026,-0.035,0.062,0.001,0.0,2550.0,2151.0,1.0,1.2,10.0,1.5,45,2000,0.36,g1.2_k10_b1.5_s45
v_coherence_signed,9.045,0.279,8.552,9.597,0.005,0.004,2787.0,2388.0,1.0,1.2,10.0,1.5,45,2000,0.36,g1.2_k10_b1.5_s45
a,0.928,0.008,0.912,0.943,0.0,0.0,2560.0,2359.0,1.0,1.2,10.0,1.5,45,2000,0.36,g1.2_k10_b1.5_s45
z,0.455,0.008,0.44,0.471,0.0,0.0,2942.0,3011.0,1.0,1.2,10.0,1.5,45,2000,0.36,g1.2_k10_b1.5_s45
g,0.965,0.032,0.905,1.0,0.001,0.001,2224.0,1715.0,1.0,1.2,10.0,1.5,45,2000,0.36,g1.2_k10_b1.5_s45
v(0.15),1.37,0.05,1.278,1.465,0.001,0.001,2618.0,2847.0,1.0,1.2,10.0,1.5,45,2000,0.36,g1.2_k10_b1.5_s45
v(0),0.013,0.026,-0.035,0.062,0.001,0.0,2550.0,2151.0,1.0,1.2,10.0,1.5,45,2000,0.36,g1.2_k10_b1.5_s45
v(-0.15),-1.344,0.049,-1.438,-1.257,0.001,0.001,2781.0,2704.0,1.0,1.2,10.0,1.5,45,2000,0.36,g1.2_k10_b1.5_s45
g_native,9.648,0.323,9.055,10.0,0.006,0.008,2224.0,1715.0,1.0,1.2,10.0,1.5,45,2000,0.36,g1.2_k10_b1.5_s45
a_native,0.293,0.003,0.289,0.298,0.0,0.0,2560.0,2359.0,1.0,1.2,10.0,1.5,45,2000,0.36,g1.2_k10_b1.5_s45
v_native(0.15),4.331,0.157,4.042,4.632,0.003,0.002,2618.0,2847.0,1.0,1.2,10.0,1.5,45,2000,0.36,g1.2_k10_b1.5_s45
