param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.129,0.026,0.082,0.178,0.001,0.0,2487.0,2425.0,1.0,1.2,10.0,1.5,52,1998,0.35,g1.2_k10_b1.5_s52
v_coherence_signed,8.621,0.274,8.12,9.141,0.005,0.005,3077.0,2505.0,1.0,1.2,10.0,1.5,52,1998,0.35,g1.2_k10_b1.5_s52
a,0.939,0.01,0.921,0.959,0.0,0.0,2566.0,2400.0,1.0,1.2,10.0,1.5,52,1998,0.35,g1.2_k10_b1.5_s52
z,0.511,0.009,0.496,0.527,0.0,0.0,2886.0,2774.0,1.0,1.2,10.0,1.5,52,1998,0.35,g1.2_k10_b1.5_s52
g,0.917,0.063,0.806,1.0,0.001,0.001,1824.0,1733.0,1.0,1.2,10.0,1.5,52,1998,0.35,g1.2_k10_b1.5_s52
v(0.15),1.422,0.051,1.323,1.515,0.001,0.001,2706.0,2465.0,1.0,1.2,10.0,1.5,52,1998,0.35,g1.2_k10_b1.5_s52
v(0),0.129,0.026,0.082,0.178,0.001,0.0,2487.0,2425.0,1.0,1.2,10.0,1.5,52,1998,0.35,g1.2_k10_b1.5_s52
v(-0.15),-1.164,0.046,-1.248,-1.076,0.001,0.001,3108.0,2418.0,1.0,1.2,10.0,1.5,52,1998,0.35,g1.2_k10_b1.5_s52
g_native,9.168,0.627,8.059,10.0,0.013,0.01,1824.0,1733.0,1.0,1.2,10.0,1.5,52,1998,0.35,g1.2_k10_b1.5_s52
a_native,0.297,0.003,0.291,0.303,0.0,0.0,2566.0,2400.0,1.0,1.2,10.0,1.5,52,1998,0.35,g1.2_k10_b1.5_s52
v_native(0.15),4.496,0.162,4.183,4.79,0.003,0.003,2706.0,2465.0,1.0,1.2,10.0,1.5,52,1998,0.35,g1.2_k10_b1.5_s52
