param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.06,0.019,-0.098,-0.025,0.0,0.0,3341.0,2835.0,1.0,1.0,16.0,1.5,47,1995,0.444,g1.0_k16_b1.5_s47
v_coherence_signed,7.205,0.211,6.807,7.589,0.004,0.003,3379.0,2526.0,1.0,1.0,16.0,1.5,47,1995,0.444,g1.0_k16_b1.5_s47
a,1.155,0.01,1.137,1.173,0.0,0.0,3049.0,2485.0,1.0,1.0,16.0,1.5,47,1995,0.444,g1.0_k16_b1.5_s47
z,0.468,0.009,0.452,0.485,0.0,0.0,3360.0,2892.0,1.0,1.0,16.0,1.5,47,1995,0.444,g1.0_k16_b1.5_s47
g,0.978,0.021,0.941,1.0,0.0,0.0,2153.0,1545.0,1.0,1.0,16.0,1.5,47,1995,0.444,g1.0_k16_b1.5_s47
v(0.15),1.02,0.036,0.957,1.089,0.001,0.001,3581.0,2999.0,1.0,1.0,16.0,1.5,47,1995,0.444,g1.0_k16_b1.5_s47
v(0),-0.06,0.019,-0.098,-0.025,0.0,0.0,3341.0,2835.0,1.0,1.0,16.0,1.5,47,1995,0.444,g1.0_k16_b1.5_s47
v(-0.15),-1.141,0.039,-1.216,-1.073,0.001,0.001,2729.0,2522.0,1.0,1.0,16.0,1.5,47,1995,0.444,g1.0_k16_b1.5_s47
g_native,15.651,0.333,15.064,16.0,0.006,0.008,2153.0,1545.0,1.0,1.0,16.0,1.5,47,1995,0.444,g1.0_k16_b1.5_s47
a_native,0.289,0.002,0.284,0.293,0.0,0.0,3049.0,2485.0,1.0,1.0,16.0,1.5,47,1995,0.444,g1.0_k16_b1.5_s47
v_native(0.15),4.082,0.142,3.826,4.357,0.002,0.002,3581.0,2999.0,1.0,1.0,16.0,1.5,47,1995,0.444,g1.0_k16_b1.5_s47
