param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.131,0.02,0.095,0.171,0.0,0.0,2656.0,2598.0,1.0,0.8,10.0,1.5,52,1935,0.35,g0.8_k10_b1.5_s52
v_coherence_signed,8.191,0.217,7.794,8.613,0.004,0.003,2989.0,2551.0,1.0,0.8,10.0,1.5,52,1935,0.35,g0.8_k10_b1.5_s52
a,1.224,0.012,1.201,1.245,0.0,0.0,2723.0,2216.0,1.0,0.8,10.0,1.5,52,1935,0.35,g0.8_k10_b1.5_s52
z,0.521,0.009,0.503,0.537,0.0,0.0,2603.0,2793.0,1.0,0.8,10.0,1.5,52,1935,0.35,g0.8_k10_b1.5_s52
g,0.968,0.029,0.913,1.0,0.001,0.001,1990.0,1410.0,1.0,0.8,10.0,1.5,52,1935,0.35,g0.8_k10_b1.5_s52
v(0.15),1.36,0.04,1.287,1.437,0.001,0.001,2699.0,2606.0,1.0,0.8,10.0,1.5,52,1935,0.35,g0.8_k10_b1.5_s52
v(0),0.131,0.02,0.095,0.171,0.0,0.0,2656.0,2598.0,1.0,0.8,10.0,1.5,52,1935,0.35,g0.8_k10_b1.5_s52
v(-0.15),-1.097,0.036,-1.166,-1.031,0.001,0.001,3141.0,2767.0,1.0,0.8,10.0,1.5,52,1935,0.35,g0.8_k10_b1.5_s52
g_native,9.68,0.291,9.134,10.0,0.006,0.006,1990.0,1410.0,1.0,0.8,10.0,1.5,52,1935,0.35,g0.8_k10_b1.5_s52
a_native,0.387,0.004,0.38,0.394,0.0,0.0,2723.0,2216.0,1.0,0.8,10.0,1.5,52,1935,0.35,g0.8_k10_b1.5_s52
v_native(0.15),4.301,0.126,4.07,4.544,0.002,0.002,2699.0,2606.0,1.0,0.8,10.0,1.5,52,1935,0.35,g0.8_k10_b1.5_s52
