draw,g_nat,omit,median_rt,acc,gain,bound,k,net_omit,net_median_rt,net_acc
0,9.956317,0.0019249999999999545,96.69999999999997,0.8366340724418124,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
10,9.970753,0.0022250000000000325,96.10000000000001,0.8453486129858682,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
20,9.9765646,0.002075000000000049,97.30000000000001,0.8441683653793179,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
30,9.9862814,0.0019249999999999545,96.90000000000002,0.8410079867805013,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
40,9.96747,0.002375000000000016,96.69999999999997,0.8422938080410042,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
51,9.9573195,0.0019249999999999545,96.69999999999997,0.8392773539698714,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
61,9.9426365,0.0017249999999999766,96.8,0.8364312267657993,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
71,9.986762,0.0022250000000000325,94.9,0.8379942140790743,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
81,9.9701536,0.0020999999999999908,97.0,0.8413686704501625,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
92,9.9407625,0.0020250000000000545,95.7,0.843441855340715,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
102,9.990077000000001,0.002175000000000038,96.6,0.8433522508127169,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
112,9.931071,0.001974999999999949,96.90000000000002,0.8413586028317999,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
122,9.9133754,0.0020000000000000018,96.8,0.8424372641379501,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
133,9.930893,0.001574999999999993,96.10000000000001,0.8420255534750524,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
143,9.976398,0.0022999999999999687,96.0,0.8409090909090909,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
153,9.987076499999999,0.0020250000000000545,95.8,0.8406467785031541,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
163,9.987,0.0018500000000000183,96.0,0.8393201476502672,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
173,9.979873999999999,0.0018000000000000238,96.45,0.8410674451268211,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
184,9.979080999999999,0.0020499999999999963,96.69999999999997,0.8431810043247114,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
194,9.993748700000001,0.001974999999999949,97.30000000000001,0.8439987879121787,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
204,9.9698067,0.0015500000000000513,95.19999999999999,0.8418197339795666,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
214,9.951483,0.0018500000000000183,95.7,0.8408759124087591,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
225,9.955418,0.001574999999999993,95.49999999999999,0.8428937295183543,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
235,9.9825513,0.002275000000000027,95.8,0.8390367553865653,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
245,9.970727,0.0017249999999999766,96.29999999999998,0.8417095805909729,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
255,9.992423,0.0018249999999999655,96.4,0.8405904872070286,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
266,9.9133074,0.0020000000000000018,96.69999999999997,0.8442699724517906,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
276,9.957162,0.0023250000000000215,96.10000000000001,0.8460923721340388,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
286,9.978732,0.002175000000000038,95.6,0.8402643899752135,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
296,9.996679,0.0021250000000000435,96.90000000000002,0.8396197823391651,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
306,9.984347999999999,0.002175000000000038,95.7,0.842182118749139,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
317,9.997184,0.0019249999999999545,95.6,0.844211280017625,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
327,9.962976,0.0017500000000000293,96.10000000000001,0.8419443679427155,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
337,9.9203146,0.0021499999999999853,96.69999999999997,0.8409829742685547,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
347,9.846344,0.0014999999999999458,94.44999999999999,0.8370223543662593,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
358,9.9305904,0.0019249999999999545,96.10000000000001,0.8436854427764771,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
368,9.963336,0.0019000000000000128,97.4,0.8393245737266892,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
378,9.982377,0.0017500000000000293,96.29999999999998,0.8385524250185904,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
388,9.9834526,0.0019500000000000073,96.6,0.8420559717937417,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
399,9.9820423,0.0021250000000000435,96.4,0.8426532973389896,1.0,1.5,10.0,0.00297499999999995,99.0,0.8482216708023159
