param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.003,0.019,-0.04,0.031,0.0,0.0,3313.0,2918.0,1.0,1.0,16.0,1.5,50,1999,0.412,g1.0_k16_b1.5_s50
v_coherence_signed,7.171,0.215,6.783,7.587,0.004,0.003,3328.0,2459.0,1.0,1.0,16.0,1.5,50,1999,0.412,g1.0_k16_b1.5_s50
a,1.134,0.01,1.115,1.152,0.0,0.0,2860.0,2152.0,1.0,1.0,16.0,1.5,50,1999,0.412,g1.0_k16_b1.5_s50
z,0.52,0.009,0.504,0.537,0.0,0.0,3206.0,2948.0,1.0,1.0,16.0,1.5,50,1999,0.412,g1.0_k16_b1.5_s50
g,0.971,0.027,0.92,1.0,0.001,0.001,1787.0,1438.0,1.0,1.0,16.0,1.5,50,1999,0.412,g1.0_k16_b1.5_s50
v(0.15),1.073,0.039,1.004,1.149,0.001,0.001,3112.0,2772.0,1.0,1.0,16.0,1.5,50,1999,0.412,g1.0_k16_b1.5_s50
v(0),-0.003,0.019,-0.04,0.031,0.0,0.0,3313.0,2918.0,1.0,1.0,16.0,1.5,50,1999,0.412,g1.0_k16_b1.5_s50
v(-0.15),-1.079,0.037,-1.146,-1.011,0.001,0.001,3516.0,2751.0,1.0,1.0,16.0,1.5,50,1999,0.412,g1.0_k16_b1.5_s50
g_native,15.528,0.435,14.723,15.999,0.009,0.009,1787.0,1438.0,1.0,1.0,16.0,1.5,50,1999,0.412,g1.0_k16_b1.5_s50
a_native,0.283,0.002,0.279,0.288,0.0,0.0,2860.0,2152.0,1.0,1.0,16.0,1.5,50,1999,0.412,g1.0_k16_b1.5_s50
v_native(0.15),4.29,0.155,4.016,4.596,0.003,0.002,3112.0,2772.0,1.0,1.0,16.0,1.5,50,1999,0.412,g1.0_k16_b1.5_s50
