param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.093,0.018,0.061,0.128,0.0,0.0,2551.0,2812.0,1.0,1.0,16.0,1.5,52,1993,0.38,g1.0_k16_b1.5_s52
v_coherence_signed,7.08,0.207,6.688,7.459,0.004,0.003,2741.0,2291.0,1.0,1.0,16.0,1.5,52,1993,0.38,g1.0_k16_b1.5_s52
a,1.25,0.015,1.226,1.28,0.0,0.0,1877.0,1717.0,1.0,1.0,16.0,1.5,52,1993,0.38,g1.0_k16_b1.5_s52
z,0.518,0.01,0.501,0.536,0.0,0.0,2709.0,2675.0,1.0,1.0,16.0,1.5,52,1993,0.38,g1.0_k16_b1.5_s52
g,0.947,0.046,0.86,1.0,0.001,0.001,1615.0,1839.0,1.0,1.0,16.0,1.5,52,1993,0.38,g1.0_k16_b1.5_s52
v(0.15),1.155,0.038,1.086,1.226,0.001,0.001,2553.0,2455.0,1.0,1.0,16.0,1.5,52,1993,0.38,g1.0_k16_b1.5_s52
v(0),0.093,0.018,0.061,0.128,0.0,0.0,2551.0,2812.0,1.0,1.0,16.0,1.5,52,1993,0.38,g1.0_k16_b1.5_s52
v(-0.15),-0.969,0.034,-1.034,-0.908,0.001,0.001,2874.0,2863.0,1.0,1.0,16.0,1.5,52,1993,0.38,g1.0_k16_b1.5_s52
g_native,15.147,0.741,13.764,16.0,0.018,0.016,1615.0,1839.0,1.0,1.0,16.0,1.5,52,1993,0.38,g1.0_k16_b1.5_s52
a_native,0.313,0.004,0.306,0.32,0.0,0.0,1877.0,1717.0,1.0,1.0,16.0,1.5,52,1993,0.38,g1.0_k16_b1.5_s52
v_native(0.15),4.619,0.151,4.343,4.905,0.003,0.002,2553.0,2455.0,1.0,1.0,16.0,1.5,52,1993,0.38,g1.0_k16_b1.5_s52
