param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.139,0.02,0.1,0.177,0.0,0.0,2949.0,2681.0,1.0,0.8,10.0,1.5,48,1951,0.43,g0.8_k10_b1.5_s48
v_coherence_signed,8.316,0.227,7.893,8.74,0.004,0.004,2961.0,2596.0,1.0,0.8,10.0,1.5,48,1951,0.43,g0.8_k10_b1.5_s48
a,1.142,0.009,1.124,1.159,0.0,0.0,3244.0,3003.0,1.0,0.8,10.0,1.5,48,1951,0.43,g0.8_k10_b1.5_s48
z,0.56,0.009,0.544,0.577,0.0,0.0,2963.0,2644.0,1.0,0.8,10.0,1.5,48,1951,0.43,g0.8_k10_b1.5_s48
g,0.989,0.011,0.97,1.0,0.0,0.0,2732.0,1515.0,1.0,0.8,10.0,1.5,48,1951,0.43,g0.8_k10_b1.5_s48
v(0.15),1.387,0.042,1.304,1.463,0.001,0.001,2788.0,2349.0,1.0,0.8,10.0,1.5,48,1951,0.43,g0.8_k10_b1.5_s48
v(0),0.139,0.02,0.1,0.177,0.0,0.0,2949.0,2681.0,1.0,0.8,10.0,1.5,48,1951,0.43,g0.8_k10_b1.5_s48
v(-0.15),-1.108,0.037,-1.179,-1.042,0.001,0.001,3231.0,3053.0,1.0,0.8,10.0,1.5,48,1951,0.43,g0.8_k10_b1.5_s48
g_native,9.89,0.107,9.699,10.0,0.002,0.002,2732.0,1515.0,1.0,0.8,10.0,1.5,48,1951,0.43,g0.8_k10_b1.5_s48
a_native,0.361,0.003,0.355,0.366,0.0,0.0,3244.0,3003.0,1.0,0.8,10.0,1.5,48,1951,0.43,g0.8_k10_b1.5_s48
v_native(0.15),4.386,0.134,4.124,4.626,0.003,0.002,2788.0,2349.0,1.0,0.8,10.0,1.5,48,1951,0.43,g0.8_k10_b1.5_s48
