param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.078,0.021,0.039,0.119,0.0,0.0,2230.0,2569.0,1.0,1.2,16.0,1.5,42,2000,0.428,g1.2_k16_b1.5_s42
v_coherence_signed,7.347,0.229,6.932,7.788,0.004,0.004,2954.0,2531.0,1.0,1.2,16.0,1.5,42,2000,0.428,g1.2_k16_b1.5_s42
a,1.088,0.01,1.07,1.106,0.0,0.0,2781.0,2514.0,1.0,1.2,16.0,1.5,42,2000,0.428,g1.2_k16_b1.5_s42
z,0.554,0.009,0.536,0.57,0.0,0.0,2892.0,2543.0,1.0,1.2,16.0,1.5,42,2000,0.428,g1.2_k16_b1.5_s42
g,0.967,0.03,0.911,1.0,0.001,0.001,1785.0,1052.0,1.0,1.2,16.0,1.5,42,2000,0.428,g1.2_k16_b1.5_s42
v(0.15),1.18,0.042,1.1,1.259,0.001,0.001,2729.0,2522.0,1.0,1.2,16.0,1.5,42,2000,0.428,g1.2_k16_b1.5_s42
v(0),0.078,0.021,0.039,0.119,0.0,0.0,2230.0,2569.0,1.0,1.2,16.0,1.5,42,2000,0.428,g1.2_k16_b1.5_s42
v(-0.15),-1.024,0.038,-1.093,-0.952,0.001,0.001,3039.0,2515.0,1.0,1.2,16.0,1.5,42,2000,0.428,g1.2_k16_b1.5_s42
g_native,15.474,0.474,14.575,16.0,0.009,0.01,1785.0,1052.0,1.0,1.2,16.0,1.5,42,2000,0.428,g1.2_k16_b1.5_s42
a_native,0.272,0.002,0.267,0.277,0.0,0.0,2781.0,2514.0,1.0,1.2,16.0,1.5,42,2000,0.428,g1.2_k16_b1.5_s42
v_native(0.15),4.722,0.169,4.401,5.034,0.003,0.003,2729.0,2522.0,1.0,1.2,16.0,1.5,42,2000,0.428,g1.2_k16_b1.5_s42
