param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.097,0.023,-0.14,-0.055,0.0,0.0,2797.0,2543.0,1.0,1.0,10.0,1.5,55,1992,0.36,g1.0_k10_b1.5_s55
v_coherence_signed,8.814,0.257,8.333,9.289,0.005,0.005,2698.0,2057.0,1.0,1.0,10.0,1.5,55,1992,0.36,g1.0_k10_b1.5_s55
a,1.032,0.01,1.015,1.049,0.0,0.0,2508.0,2304.0,1.0,1.0,10.0,1.5,55,1992,0.36,g1.0_k10_b1.5_s55
z,0.467,0.009,0.452,0.484,0.0,0.0,3103.0,2893.0,1.0,1.0,10.0,1.5,55,1992,0.36,g1.0_k10_b1.5_s55
g,0.963,0.033,0.904,1.0,0.001,0.001,2122.0,1652.0,1.0,1.0,10.0,1.5,55,1992,0.36,g1.0_k10_b1.5_s55
v(0.15),1.226,0.043,1.149,1.308,0.001,0.001,2682.0,2230.0,1.0,1.0,10.0,1.5,55,1992,0.36,g1.0_k10_b1.5_s55
v(0),-0.097,0.023,-0.14,-0.055,0.0,0.0,2797.0,2543.0,1.0,1.0,10.0,1.5,55,1992,0.36,g1.0_k10_b1.5_s55
v(-0.15),-1.419,0.047,-1.505,-1.332,0.001,0.001,2744.0,2110.0,1.0,1.0,10.0,1.5,55,1992,0.36,g1.0_k10_b1.5_s55
g_native,9.634,0.332,9.042,10.0,0.006,0.007,2122.0,1652.0,1.0,1.0,10.0,1.5,55,1992,0.36,g1.0_k10_b1.5_s55
a_native,0.326,0.003,0.321,0.332,0.0,0.0,2508.0,2304.0,1.0,1.0,10.0,1.5,55,1992,0.36,g1.0_k10_b1.5_s55
v_native(0.15),3.876,0.135,3.633,4.137,0.003,0.002,2682.0,2230.0,1.0,1.0,10.0,1.5,55,1992,0.36,g1.0_k10_b1.5_s55
