param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.088,0.016,-0.12,-0.059,0.0,0.0,3737.0,3084.0,1.0,0.8,16.0,1.5,43,1916,0.46,g0.8_k16_b1.5_s43
v_coherence_signed,6.902,0.189,6.564,7.27,0.003,0.003,3095.0,2732.0,1.0,0.8,16.0,1.5,43,1916,0.46,g0.8_k16_b1.5_s43
a,1.398,0.012,1.378,1.422,0.0,0.0,3122.0,2935.0,1.0,0.8,16.0,1.5,43,1916,0.46,g0.8_k16_b1.5_s43
z,0.465,0.01,0.446,0.483,0.0,0.0,3365.0,2730.0,1.0,0.8,16.0,1.5,43,1916,0.46,g0.8_k16_b1.5_s43
g,0.99,0.01,0.971,1.0,0.0,0.0,2832.0,1682.0,1.0,0.8,16.0,1.5,43,1916,0.46,g0.8_k16_b1.5_s43
v(0.15),0.947,0.031,0.89,1.008,0.001,0.0,3437.0,2771.0,1.0,0.8,16.0,1.5,43,1916,0.46,g0.8_k16_b1.5_s43
v(0),-0.088,0.016,-0.12,-0.059,0.0,0.0,3737.0,3084.0,1.0,0.8,16.0,1.5,43,1916,0.46,g0.8_k16_b1.5_s43
v(-0.15),-1.124,0.034,-1.185,-1.06,0.001,0.001,3048.0,2792.0,1.0,0.8,16.0,1.5,43,1916,0.46,g0.8_k16_b1.5_s43
g_native,15.835,0.163,15.542,16.0,0.003,0.004,2832.0,1682.0,1.0,0.8,16.0,1.5,43,1916,0.46,g0.8_k16_b1.5_s43
a_native,0.35,0.003,0.345,0.355,0.0,0.0,3122.0,2935.0,1.0,0.8,16.0,1.5,43,1916,0.46,g0.8_k16_b1.5_s43
v_native(0.15),3.788,0.126,3.56,4.031,0.002,0.002,3437.0,2771.0,1.0,0.8,16.0,1.5,43,1916,0.46,g0.8_k16_b1.5_s43
