gain,k,g_source,g_true,g_true_native,g_mean,g_hdi3,g_hdi97,g_native_mean,g_native_hdi3,g_native_hdi97,sign_recovered,hdi_covers_truth,n_requested,n_fitted,omission_frac,t_fixed,r_hat_max,ess_bulk_min,divergences,total_draws,edge_g,minutes
0.8,10.0,fitted,0.97943658723375,9.794365872337501,0.6508453488349915,0.5808890831470489,0.7225596952438355,6.5084534883499146,5.808890831470489,7.225596952438354,True,False,20001,19697,0.0151992400379981,0.35,1.0,1525.0,0,4000,0.0,21.341453405221305
1.0,10.0,fitted,0.9401860841625,9.401860841625,0.7855141162872314,0.7168438041210174,0.8529529058933257,7.8551411628723145,7.168438041210175,8.529529058933257,True,False,19999,19957,0.0021001050052502626,0.35,1.0,2017.0,0,4000,0.0,14.845231322447459
1.2,10.0,fitted,0.9080624506036049,9.080624506036049,0.7631000876426697,0.6921053075790405,0.833765310049057,7.631000876426697,6.921053075790406,8.33765310049057,True,False,20003,19999,0.0001999700044993251,0.34,1.0,2205.0,0,4000,0.0,14.765132625897726
0.8,10.0,theory,0.43,4.3,0.43041208386421204,0.35574607372283934,0.5058973705768585,4.30412083864212,3.5574607372283933,5.058973705768585,True,True,20001,19940,0.0030498475076246186,0.35,1.0,1862.0,0,4000,0.0,18.528709038098654
1.0,10.0,theory,-0.16,-1.6,-0.01498966570943594,-0.10702723383903504,0.08449528455734251,-0.1498966570943594,-1.0702723383903503,0.8449528455734251,True,False,19999,19998,5.000250012500625e-05,0.35,1.0,1831.0,0,4000,0.0,16.160074051221212
1.2,10.0,theory,-0.62,-6.2,-0.24276690185070038,-0.36939464420080187,-0.12132579207420352,-2.427669018507004,-3.6939464420080186,-1.213257920742035,True,False,20003,20003,0.0,0.34,1.0,2061.0,0,4000,0.0,18.416871770222983
