param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.017,0.021,-0.058,0.022,0.0,0.0,2773.0,2635.0,1.0,1.2,16.0,1.5,46,2000,0.396,g1.2_k16_b1.5_s46
v_coherence_signed,7.399,0.23,6.973,7.83,0.004,0.004,3223.0,2329.0,1.0,1.2,16.0,1.5,46,2000,0.396,g1.2_k16_b1.5_s46
a,1.094,0.014,1.07,1.121,0.0,0.0,2028.0,1752.0,1.0,1.2,16.0,1.5,46,2000,0.396,g1.2_k16_b1.5_s46
z,0.48,0.009,0.463,0.496,0.0,0.0,2641.0,2515.0,1.0,1.2,16.0,1.5,46,2000,0.396,g1.2_k16_b1.5_s46
g,0.914,0.066,0.794,1.0,0.002,0.001,1654.0,1574.0,1.0,1.2,16.0,1.5,46,2000,0.396,g1.2_k16_b1.5_s46
v(0.15),1.093,0.04,1.021,1.169,0.001,0.001,3136.0,2441.0,1.0,1.2,16.0,1.5,46,2000,0.396,g1.2_k16_b1.5_s46
v(0),-0.017,0.021,-0.058,0.022,0.0,0.0,2773.0,2635.0,1.0,1.2,16.0,1.5,46,2000,0.396,g1.2_k16_b1.5_s46
v(-0.15),-1.127,0.041,-1.205,-1.053,0.001,0.001,3034.0,2380.0,1.0,1.2,16.0,1.5,46,2000,0.396,g1.2_k16_b1.5_s46
g_native,14.618,1.056,12.698,15.999,0.025,0.018,1654.0,1574.0,1.0,1.2,16.0,1.5,46,2000,0.396,g1.2_k16_b1.5_s46
a_native,0.273,0.004,0.267,0.28,0.0,0.0,2028.0,1752.0,1.0,1.2,16.0,1.5,46,2000,0.396,g1.2_k16_b1.5_s46
v_native(0.15),4.371,0.161,4.082,4.676,0.003,0.003,3136.0,2441.0,1.0,1.2,16.0,1.5,46,2000,0.396,g1.2_k16_b1.5_s46
