draw,g_nat,omit,median_rt,acc,gain,bound,k,net_omit,net_median_rt,net_acc
0,9.9417996,0.011974999999999958,131.39999999999998,0.8718496724769623,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
10,9.9461913,0.011525000000000007,129.79999999999998,0.8730088249986124,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
20,9.992202500000001,0.012225000000000041,131.7,0.8748437282955966,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
30,9.9750423,0.012149999999999994,130.8,0.8735517212636492,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
40,9.8108494,0.012599999999999945,130.95,0.8721489095707737,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
51,9.819349,0.012024999999999952,132.89999999999998,0.8676147884780978,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
61,9.782095,0.01177499999999998,131.20000000000002,0.8733966350158254,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
71,9.9873745,0.01100000000000001,130.70000000000002,0.8691757266474374,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
81,9.907031,0.012399999999999967,131.45,0.8702669666916687,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
92,9.9933887,0.0131,131.45,0.8779233058035094,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
102,9.990761000000001,0.011824999999999974,131.79999999999998,0.8721366097459392,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
112,9.960147000000001,0.011600000000000055,131.3,0.8732711214797534,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
122,9.961947,0.011724999999999985,130.89999999999998,0.8713754027330297,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
133,9.9671257,0.011149999999999993,130.8,0.8702326097818243,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
143,9.9854004,0.011525000000000007,131.6,0.8739341758089154,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
153,9.963902000000001,0.01154999999999995,129.39999999999998,0.8710483221849066,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
163,9.955728,0.012249999999999983,130.4,0.8745243980337156,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
173,9.9185574,0.011900000000000022,131.3,0.8728550008330094,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
184,9.9938583,0.012674999999999992,130.99999999999997,0.8722074024674892,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
194,9.950762,0.011824999999999974,128.99999999999997,0.8694022599183764,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
204,9.972755,0.011074999999999946,130.4,0.8731374344460168,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
214,9.904268,0.010425000000000018,130.6,0.8741609807510956,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
225,9.95942,0.01254999999999995,130.4,0.869364739868337,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
235,9.9969745,0.011525000000000007,129.79999999999998,0.8722618617951636,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
245,9.9558926,0.011125000000000052,130.2,0.8669514800122062,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
255,9.967592,0.0131,131.5,0.8718462265987927,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
266,9.999776,0.012249999999999983,130.30000000000004,0.874177517421361,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
276,9.852711,0.01132500000000003,130.8,0.8754337747425113,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
286,9.981766,0.01232500000000003,130.0,0.8716723170121714,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
296,9.986795,0.011624999999999996,130.99999999999997,0.870261419770217,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
306,9.960815,0.011425000000000018,131.10000000000002,0.874718929572773,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
317,9.985722299999999,0.012074999999999947,131.10000000000002,0.8690955541362362,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
327,9.8856866,0.011900000000000022,131.55,0.8708799600144392,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
337,9.945115,0.012850000000000028,130.2,0.870862859524802,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
347,9.9706674,0.011275000000000035,131.39999999999998,0.8729149898698343,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
358,9.924526,0.012149999999999994,129.9,0.8730696589267859,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
368,9.966546,0.012575000000000003,130.99999999999997,0.872494788047255,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
378,9.991909,0.01144999999999996,130.30000000000004,0.8746356494461872,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
388,9.975903,0.011850000000000027,131.39999999999998,0.8725767927567628,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
399,9.983017400000001,0.011750000000000038,131.9,0.8757253519171503,1.0,2.0,10.0,0.016974999999999962,136.0,0.8823611459815326
