param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.103,0.019,-0.139,-0.066,0.0,0.0,2813.0,2381.0,1.0,0.8,10.0,1.5,43,1916,0.4,g0.8_k10_b1.5_s43
v_coherence_signed,8.183,0.22,7.785,8.611,0.004,0.004,3080.0,2752.0,1.0,0.8,10.0,1.5,43,1916,0.4,g0.8_k10_b1.5_s43
a,1.187,0.01,1.168,1.205,0.0,0.0,3127.0,2825.0,1.0,0.8,10.0,1.5,43,1916,0.4,g0.8_k10_b1.5_s43
z,0.467,0.009,0.449,0.482,0.0,0.0,3007.0,2768.0,1.0,0.8,10.0,1.5,43,1916,0.4,g0.8_k10_b1.5_s43
g,0.987,0.013,0.964,1.0,0.0,0.0,2888.0,1931.0,1.0,0.8,10.0,1.5,43,1916,0.4,g0.8_k10_b1.5_s43
v(0.15),1.125,0.037,1.056,1.196,0.001,0.001,3061.0,2693.0,1.0,0.8,10.0,1.5,43,1916,0.4,g0.8_k10_b1.5_s43
v(0),-0.103,0.019,-0.139,-0.066,0.0,0.0,2813.0,2381.0,1.0,0.8,10.0,1.5,43,1916,0.4,g0.8_k10_b1.5_s43
v(-0.15),-1.33,0.039,-1.402,-1.256,0.001,0.001,2994.0,2655.0,1.0,0.8,10.0,1.5,43,1916,0.4,g0.8_k10_b1.5_s43
g_native,9.872,0.127,9.641,10.0,0.002,0.003,2888.0,1931.0,1.0,0.8,10.0,1.5,43,1916,0.4,g0.8_k10_b1.5_s43
a_native,0.375,0.003,0.369,0.381,0.0,0.0,3127.0,2825.0,1.0,0.8,10.0,1.5,43,1916,0.4,g0.8_k10_b1.5_s43
v_native(0.15),3.557,0.117,3.341,3.782,0.002,0.002,3061.0,2693.0,1.0,0.8,10.0,1.5,43,1916,0.4,g0.8_k10_b1.5_s43
