acoh,is_correct,quantile,rt,proportion,n,draw,gain,bound,k
0.0,False,0.25,177.0,0.5007278020378457,1032,-1,1.0,2.94,10.0
0.0,False,0.5,317.5,0.5007278020378457,1032,-1,1.0,2.94,10.0
0.0,False,0.75,478.5,0.5007278020378457,1032,-1,1.0,2.94,10.0
0.0,True,0.25,191.0,0.4992721979621543,1029,-1,1.0,2.94,10.0
0.0,True,0.5,313.0,0.4992721979621543,1029,-1,1.0,2.94,10.0
0.0,True,0.75,474.0,0.4992721979621543,1029,-1,1.0,2.94,10.0
0.03,False,0.25,183.0,0.24189867640346874,1060,-1,1.0,2.94,10.0
0.03,False,0.5,308.0,0.24189867640346874,1060,-1,1.0,2.94,10.0
0.03,False,0.75,472.25,0.24189867640346874,1060,-1,1.0,2.94,10.0
0.03,True,0.25,181.0,0.7581013235965313,3322,-1,1.0,2.94,10.0
0.03,True,0.5,302.5,0.7581013235965313,3322,-1,1.0,2.94,10.0
0.03,True,0.75,461.0,0.7581013235965313,3322,-1,1.0,2.94,10.0
0.06,False,0.25,160.0,0.09929519071310117,479,-1,1.0,2.94,10.0
0.06,False,0.5,272.0,0.09929519071310117,479,-1,1.0,2.94,10.0
0.06,False,0.75,427.5,0.09929519071310117,479,-1,1.0,2.94,10.0
0.06,True,0.25,172.0,0.9007048092868989,4345,-1,1.0,2.94,10.0
0.06,True,0.5,278.0,0.9007048092868989,4345,-1,1.0,2.94,10.0
0.06,True,0.75,437.0,0.9007048092868989,4345,-1,1.0,2.94,10.0
0.09,False,0.25,153.0,0.0329854640327991,177,-1,1.0,2.94,10.0
0.09,False,0.5,239.0,0.0329854640327991,177,-1,1.0,2.94,10.0
0.09,False,0.75,358.0,0.0329854640327991,177,-1,1.0,2.94,10.0
0.09,True,0.25,148.0,0.9670145359672009,5189,-1,1.0,2.94,10.0
0.09,True,0.5,232.0,0.9670145359672009,5189,-1,1.0,2.94,10.0
0.09,True,0.75,367.0,0.9670145359672009,5189,-1,1.0,2.94,10.0
0.12,False,0.25,132.5,0.011427534917467803,63,-1,1.0,2.94,10.0
0.12,False,0.5,182.0,0.011427534917467803,63,-1,1.0,2.94,10.0
0.12,False,0.75,266.5,0.011427534917467803,63,-1,1.0,2.94,10.0
0.12,True,0.25,129.0,0.9885724650825322,5450,-1,1.0,2.94,10.0
0.12,True,0.5,200.0,0.9885724650825322,5450,-1,1.0,2.94,10.0
0.12,True,0.75,315.0,0.9885724650825322,5450,-1,1.0,2.94,10.0
0.15,False,0.25,98.5,0.004028726572079173,23,-1,1.0,2.94,10.0
0.15,False,0.5,162.0,0.004028726572079173,23,-1,1.0,2.94,10.0
