param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.045,0.018,-0.081,-0.012,0.0,0.0,3094.0,2652.0,1.0,1.0,16.0,1.5,43,1993,0.428,g1.0_k16_b1.5_s43
v_coherence_signed,7.354,0.208,6.965,7.74,0.004,0.003,3119.0,2461.0,1.0,1.0,16.0,1.5,43,1993,0.428,g1.0_k16_b1.5_s43
a,1.219,0.01,1.2,1.239,0.0,0.0,3009.0,2453.0,1.0,1.0,16.0,1.5,43,1993,0.428,g1.0_k16_b1.5_s43
z,0.461,0.009,0.445,0.478,0.0,0.0,3012.0,2654.0,1.0,1.0,16.0,1.5,43,1993,0.428,g1.0_k16_b1.5_s43
g,0.98,0.019,0.945,1.0,0.0,0.0,2137.0,1880.0,1.0,1.0,16.0,1.5,43,1993,0.428,g1.0_k16_b1.5_s43
v(0.15),1.058,0.036,0.988,1.122,0.001,0.001,3317.0,2779.0,1.0,1.0,16.0,1.5,43,1993,0.428,g1.0_k16_b1.5_s43
v(0),-0.045,0.018,-0.081,-0.012,0.0,0.0,3094.0,2652.0,1.0,1.0,16.0,1.5,43,1993,0.428,g1.0_k16_b1.5_s43
v(-0.15),-1.148,0.036,-1.217,-1.08,0.001,0.001,2951.0,2389.0,1.0,1.0,16.0,1.5,43,1993,0.428,g1.0_k16_b1.5_s43
g_native,15.678,0.308,15.118,16.0,0.006,0.007,2137.0,1880.0,1.0,1.0,16.0,1.5,43,1993,0.428,g1.0_k16_b1.5_s43
a_native,0.305,0.003,0.3,0.31,0.0,0.0,3009.0,2453.0,1.0,1.0,16.0,1.5,43,1993,0.428,g1.0_k16_b1.5_s43
v_native(0.15),4.231,0.143,3.953,4.487,0.002,0.002,3317.0,2779.0,1.0,1.0,16.0,1.5,43,1993,0.428,g1.0_k16_b1.5_s43
