param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.106,0.019,0.071,0.141,0.0,0.0,2572.0,2659.0,1.0,0.8,10.0,1.5,51,1885,0.38,g0.8_k10_b1.5_s51
v_coherence_signed,8.415,0.218,7.973,8.802,0.004,0.003,3038.0,2594.0,1.0,0.8,10.0,1.5,51,1885,0.38,g0.8_k10_b1.5_s51
a,1.266,0.012,1.244,1.288,0.0,0.0,2685.0,2640.0,1.0,0.8,10.0,1.5,51,1885,0.38,g0.8_k10_b1.5_s51
z,0.564,0.009,0.548,0.582,0.0,0.0,3131.0,3028.0,1.0,0.8,10.0,1.5,51,1885,0.38,g0.8_k10_b1.5_s51
g,0.977,0.021,0.938,1.0,0.0,0.0,2196.0,1447.0,1.0,0.8,10.0,1.5,51,1885,0.38,g0.8_k10_b1.5_s51
v(0.15),1.368,0.04,1.295,1.443,0.001,0.001,2826.0,2597.0,1.0,0.8,10.0,1.5,51,1885,0.38,g0.8_k10_b1.5_s51
v(0),0.106,0.019,0.071,0.141,0.0,0.0,2572.0,2659.0,1.0,0.8,10.0,1.5,51,1885,0.38,g0.8_k10_b1.5_s51
v(-0.15),-1.156,0.035,-1.222,-1.09,0.001,0.001,3285.0,2834.0,1.0,0.8,10.0,1.5,51,1885,0.38,g0.8_k10_b1.5_s51
g_native,9.772,0.215,9.381,10.0,0.004,0.005,2196.0,1447.0,1.0,0.8,10.0,1.5,51,1885,0.38,g0.8_k10_b1.5_s51
a_native,0.4,0.004,0.393,0.407,0.0,0.0,2685.0,2640.0,1.0,0.8,10.0,1.5,51,1885,0.38,g0.8_k10_b1.5_s51
v_native(0.15),4.327,0.126,4.094,4.564,0.002,0.002,2826.0,2597.0,1.0,0.8,10.0,1.5,51,1885,0.38,g0.8_k10_b1.5_s51
