param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.104,0.015,0.073,0.131,0.0,0.0,2866.0,2772.0,1.0,0.8,16.0,1.5,51,1885,0.428,g0.8_k16_b1.5_s51
v_coherence_signed,7.112,0.196,6.739,7.477,0.004,0.003,2800.0,2443.0,1.0,0.8,16.0,1.5,51,1885,0.428,g0.8_k16_b1.5_s51
a,1.485,0.013,1.462,1.511,0.0,0.0,3141.0,2911.0,1.0,0.8,16.0,1.5,51,1885,0.428,g0.8_k16_b1.5_s51
z,0.563,0.01,0.544,0.581,0.0,0.0,2846.0,2922.0,1.0,0.8,16.0,1.5,51,1885,0.428,g0.8_k16_b1.5_s51
g,0.987,0.013,0.964,1.0,0.0,0.0,2584.0,1417.0,1.0,0.8,16.0,1.5,51,1885,0.428,g0.8_k16_b1.5_s51
v(0.15),1.171,0.035,1.105,1.237,0.001,0.001,2595.0,2550.0,1.0,0.8,16.0,1.5,51,1885,0.428,g0.8_k16_b1.5_s51
v(0),0.104,0.015,0.073,0.131,0.0,0.0,2866.0,2772.0,1.0,0.8,16.0,1.5,51,1885,0.428,g0.8_k16_b1.5_s51
v(-0.15),-0.963,0.031,-1.023,-0.907,0.001,0.0,3172.0,2506.0,1.0,0.8,16.0,1.5,51,1885,0.428,g0.8_k16_b1.5_s51
g_native,15.795,0.202,15.426,16.0,0.003,0.005,2584.0,1417.0,1.0,0.8,16.0,1.5,51,1885,0.428,g0.8_k16_b1.5_s51
a_native,0.371,0.003,0.366,0.378,0.0,0.0,3141.0,2911.0,1.0,0.8,16.0,1.5,51,1885,0.428,g0.8_k16_b1.5_s51
v_native(0.15),4.683,0.141,4.421,4.947,0.003,0.002,2595.0,2550.0,1.0,0.8,16.0,1.5,51,1885,0.428,g0.8_k16_b1.5_s51
