param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.106,0.018,0.072,0.139,0.0,0.0,3226.0,2716.0,1.0,1.0,16.0,1.5,42,1996,0.444,g1.0_k16_b1.5_s42
v_coherence_signed,7.331,0.212,6.905,7.713,0.004,0.004,2902.0,2335.0,1.0,1.0,16.0,1.5,42,1996,0.444,g1.0_k16_b1.5_s42
a,1.217,0.011,1.198,1.238,0.0,0.0,2240.0,2130.0,1.0,1.0,16.0,1.5,42,1996,0.444,g1.0_k16_b1.5_s42
z,0.556,0.009,0.54,0.574,0.0,0.0,3229.0,2917.0,1.0,1.0,16.0,1.5,42,1996,0.444,g1.0_k16_b1.5_s42
g,0.973,0.025,0.927,1.0,0.001,0.001,2128.0,1828.0,1.0,1.0,16.0,1.5,42,1996,0.444,g1.0_k16_b1.5_s42
v(0.15),1.206,0.039,1.129,1.275,0.001,0.001,2848.0,2115.0,1.0,1.0,16.0,1.5,42,1996,0.444,g1.0_k16_b1.5_s42
v(0),0.106,0.018,0.072,0.139,0.0,0.0,3226.0,2716.0,1.0,1.0,16.0,1.5,42,1996,0.444,g1.0_k16_b1.5_s42
v(-0.15),-0.993,0.034,-1.058,-0.931,0.001,0.001,3148.0,2576.0,1.0,1.0,16.0,1.5,42,1996,0.444,g1.0_k16_b1.5_s42
g_native,15.575,0.396,14.831,15.999,0.008,0.01,2128.0,1828.0,1.0,1.0,16.0,1.5,42,1996,0.444,g1.0_k16_b1.5_s42
a_native,0.304,0.003,0.299,0.31,0.0,0.0,2240.0,2130.0,1.0,1.0,16.0,1.5,42,1996,0.444,g1.0_k16_b1.5_s42
v_native(0.15),4.824,0.155,4.516,5.101,0.003,0.003,2848.0,2115.0,1.0,1.0,16.0,1.5,42,1996,0.444,g1.0_k16_b1.5_s42
