param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.04,0.02,0.004,0.078,0.0,0.0,2883.0,2976.0,1.0,0.8,10.0,1.5,56,1952,0.41,g0.8_k10_b1.5_s56
v_coherence_signed,9.055,0.238,8.61,9.492,0.005,0.004,2672.0,2373.0,1.0,0.8,10.0,1.5,56,1952,0.41,g0.8_k10_b1.5_s56
a,1.152,0.01,1.134,1.171,0.0,0.0,2834.0,2765.0,1.0,0.8,10.0,1.5,56,1952,0.41,g0.8_k10_b1.5_s56
z,0.459,0.009,0.442,0.475,0.0,0.0,2837.0,2597.0,1.0,0.8,10.0,1.5,56,1952,0.41,g0.8_k10_b1.5_s56
g,0.986,0.014,0.96,1.0,0.0,0.0,2158.0,1605.0,1.0,0.8,10.0,1.5,56,1952,0.41,g0.8_k10_b1.5_s56
v(0.15),1.398,0.041,1.317,1.47,0.001,0.001,2588.0,2465.0,1.0,0.8,10.0,1.5,56,1952,0.41,g0.8_k10_b1.5_s56
v(0),0.04,0.02,0.004,0.078,0.0,0.0,2883.0,2976.0,1.0,0.8,10.0,1.5,56,1952,0.41,g0.8_k10_b1.5_s56
v(-0.15),-1.318,0.04,-1.393,-1.243,0.001,0.001,2884.0,2535.0,1.0,0.8,10.0,1.5,56,1952,0.41,g0.8_k10_b1.5_s56
g_native,9.856,0.139,9.603,10.0,0.002,0.003,2158.0,1605.0,1.0,0.8,10.0,1.5,56,1952,0.41,g0.8_k10_b1.5_s56
a_native,0.364,0.003,0.359,0.37,0.0,0.0,2834.0,2765.0,1.0,0.8,10.0,1.5,56,1952,0.41,g0.8_k10_b1.5_s56
v_native(0.15),4.421,0.131,4.163,4.649,0.003,0.002,2588.0,2465.0,1.0,0.8,10.0,1.5,56,1952,0.41,g0.8_k10_b1.5_s56
