param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.021,0.018,-0.055,0.013,0.0,0.0,3047.0,2546.0,1.0,1.0,16.0,1.5,45,1989,0.396,g1.0_k16_b1.5_s45
v_coherence_signed,7.435,0.209,7.017,7.818,0.004,0.004,3076.0,2131.0,1.0,1.0,16.0,1.5,45,1989,0.396,g1.0_k16_b1.5_s45
a,1.24,0.011,1.219,1.26,0.0,0.0,2874.0,2677.0,1.0,1.0,16.0,1.5,45,1989,0.396,g1.0_k16_b1.5_s45
z,0.453,0.009,0.436,0.469,0.0,0.0,2878.0,2717.0,1.0,1.0,16.0,1.5,45,1989,0.396,g1.0_k16_b1.5_s45
g,0.977,0.022,0.939,1.0,0.0,0.0,2377.0,1913.0,1.0,1.0,16.0,1.5,45,1989,0.396,g1.0_k16_b1.5_s45
v(0.15),1.095,0.035,1.025,1.157,0.001,0.001,2926.0,2527.0,1.0,1.0,16.0,1.5,45,1989,0.396,g1.0_k16_b1.5_s45
v(0),-0.021,0.018,-0.055,0.013,0.0,0.0,3047.0,2546.0,1.0,1.0,16.0,1.5,45,1989,0.396,g1.0_k16_b1.5_s45
v(-0.15),-1.136,0.037,-1.203,-1.068,0.001,0.001,3148.0,2011.0,1.0,1.0,16.0,1.5,45,1989,0.396,g1.0_k16_b1.5_s45
g_native,15.634,0.345,15.021,16.0,0.006,0.008,2377.0,1913.0,1.0,1.0,16.0,1.5,45,1989,0.396,g1.0_k16_b1.5_s45
a_native,0.31,0.003,0.305,0.315,0.0,0.0,2874.0,2677.0,1.0,1.0,16.0,1.5,45,1989,0.396,g1.0_k16_b1.5_s45
v_native(0.15),4.378,0.142,4.098,4.629,0.003,0.002,2926.0,2527.0,1.0,1.0,16.0,1.5,45,1989,0.396,g1.0_k16_b1.5_s45
