param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.154,0.019,-0.19,-0.117,0.0,0.0,3132.0,2936.0,1.0,0.8,10.0,1.5,49,1919,0.4,g0.8_k10_b1.5_s49
v_coherence_signed,8.6,0.221,8.199,9.019,0.004,0.003,2702.0,2641.0,1.0,0.8,10.0,1.5,49,1919,0.4,g0.8_k10_b1.5_s49
a,1.224,0.011,1.205,1.245,0.0,0.0,2629.0,2316.0,1.0,0.8,10.0,1.5,49,1919,0.4,g0.8_k10_b1.5_s49
z,0.449,0.009,0.431,0.464,0.0,0.0,3327.0,3080.0,1.0,0.8,10.0,1.5,49,1919,0.4,g0.8_k10_b1.5_s49
g,0.983,0.017,0.954,1.0,0.0,0.001,2513.0,1949.0,1.0,0.8,10.0,1.5,49,1919,0.4,g0.8_k10_b1.5_s49
v(0.15),1.136,0.037,1.069,1.205,0.001,0.001,3015.0,2536.0,1.0,0.8,10.0,1.5,49,1919,0.4,g0.8_k10_b1.5_s49
v(0),-0.154,0.019,-0.19,-0.117,0.0,0.0,3132.0,2936.0,1.0,0.8,10.0,1.5,49,1919,0.4,g0.8_k10_b1.5_s49
v(-0.15),-1.444,0.04,-1.518,-1.37,0.001,0.001,2625.0,2817.0,1.0,0.8,10.0,1.5,49,1919,0.4,g0.8_k10_b1.5_s49
g_native,9.835,0.167,9.54,10.0,0.003,0.005,2513.0,1949.0,1.0,0.8,10.0,1.5,49,1919,0.4,g0.8_k10_b1.5_s49
a_native,0.387,0.003,0.381,0.394,0.0,0.0,2629.0,2316.0,1.0,0.8,10.0,1.5,49,1919,0.4,g0.8_k10_b1.5_s49
v_native(0.15),3.592,0.116,3.381,3.81,0.002,0.002,3015.0,2536.0,1.0,0.8,10.0,1.5,49,1919,0.4,g0.8_k10_b1.5_s49
